Education,Income,Own_Home,Debt,Car,Loan
Primary,190047.10,No,192525.40,38576.08,Yes
College,119214.51,Yes,259718.32,16090.68,Yes
College,103667.20,No,155947.32,24950.35,Yes
College,176043.87,Yes,148488.08,5530.93,Yes
College,141906.24,Yes,184705.67,3545.81,Yes
Primary,63565.63,No,384865.84,45108.51,No
College,30688.40,No,126023.82,10834.91,No
College,50380.39,Yes,347682.11,4149.02,Yes
College,159454.20,No,215706.90,45752.86,Yes
Vocational,31061.91,Yes,229238.65,42538.99,Yes
Primary,192360.14,Yes,403578.78,37905.87,Yes
College,151459.91,No,378898.91,43366.95,Yes
Primary,107973.39,No,392044.08,25442.49,Yes
College,128519.48,No,122796.84,5214.17,No
College,155007.88,No,464494.09,33494.52,Yes
Primary,38134.20,No,377127.43,44354.07,No
Primary,198627.65,Yes,301924.73,1929.65,Yes
College,102932.43,Yes,260521.15,43030.29,Yes
College,198426.64,Yes,377904.69,3983.41,Yes
Vocational,90483.83,Yes,111845.87,6062.00,Yes
Primary,186072.18,No,374363.24,47387.02,Yes
Vocational,142106.65,No,51207.61,25630.18,Yes
Vocational,125130.98,No,126002.21,14064.01,Yes
College,164516.20,Yes,488984.66,5970.73,Yes
College,116978.81,Yes,312910.63,36173.72,Yes
Primary,155322.22,No,233089.86,12133.77,Yes
Vocational,92706.84,Yes,405958.65,3586.59,No
Vocational,61164.95,No,244013.82,45001.25,No
Vocational,45298.72,No,31822.24,11664.82,No
College,37606.67,No,42927.61,1526.80,Yes
College,33834.89,Yes,213329.22,40596.72,Yes
College,85919.53,Yes,92231.72,29128.02,Yes
College,48598.99,No,182881.40,44476.46,No
Vocational,197584.84,No,32029.28,43258.51,Yes
Vocational,193673.30,Yes,383853.64,10511.07,Yes
Primary,158901.89,No,211876.52,16721.29,Yes
Primary,118361.22,No,296588.47,29892.90,Yes
Primary,41049.15,Yes,284106.49,8073.25,Yes
Primary,179770.75,No,136654.15,40750.90,No
College,123804.70,Yes,157417.70,8085.42,Yes
College,30937.00,No,411426.96,31416.37,Yes
Primary,41628.30,No,477312.34,42076.58,Yes
Primary,36728.96,No,80918.48,6301.89,Yes
College,156982.26,No,10691.90,11782.85,No
Vocational,38904.22,Yes,53291.44,49160.58,Yes
Vocational,62312.90,Yes,342137.16,38532.92,Yes
College,100713.98,Yes,372611.14,49324.20,Yes
Primary,32581.52,No,189686.03,44097.93,No
College,118840.01,No,360797.82,24473.42,Yes
Primary,155940.06,No,249348.76,44525.67,Yes
College,113565.09,No,341018.82,31811.46,Yes
Primary,91672.48,No,397274.68,13274.33,No
Vocational,187674.04,Yes,192346.38,5938.88,Yes
College,38322.91,Yes,265928.72,10538.53,No
Vocational,94001.06,No,333646.38,36936.97,No
Vocational,63423.06,No,307320.36,24103.21,No
College,149564.06,No,468009.04,36463.74,Yes
Vocational,187140.12,No,266187.23,18451.36,Yes
College,113231.79,No,487616.55,47286.36,Yes
Primary,161659.62,Yes,313888.20,20097.76,Yes
Vocational,70525.41,No,58682.37,37999.56,No
College,153768.42,No,431968.60,6302.92,Yes
Vocational,96353.89,Yes,443069.67,4262.31,No
College,167280.79,Yes,282322.96,21034.32,Yes
Vocational,84871.19,No,450583.58,2638.79,No
Primary,37862.82,Yes,467069.84,24447.73,Yes
Primary,61614.73,No,25731.72,47723.14,No
College,190772.20,Yes,487344.28,18104.44,Yes
College,169705.10,No,388833.22,19055.42,Yes
College,129416.01,No,365845.06,28823.21,Yes
Vocational,41567.19,No,105647.54,38493.32,No
College,198486.74,No,54673.10,1910.61,Yes
College,173996.11,Yes,336449.21,20098.30,Yes
College,36409.15,Yes,494786.54,43082.23,Yes
Primary,121649.66,Yes,440788.93,8791.18,Yes
Vocational,123319.89,Yes,314177.70,4351.98,Yes
Vocational,107235.16,No,2459.82,30757.80,Yes
Vocational,165187.32,Yes,412344.48,15592.03,Yes
Vocational,174808.78,Yes,103489.74,13288.70,Yes
Primary,62603.94,No,475302.47,13038.61,No
College,185851.69,Yes,144121.26,11914.65,No
Primary,57091.92,Yes,270023.50,29937.94,Yes
Vocational,41160.51,Yes,243297.31,34859.84,Yes
Vocational,155853.68,No,128583.02,21245.40,No
College,162419.80,No,347076.46,17285.23,Yes
College,40980.71,Yes,331412.72,33234.11,Yes
Primary,52052.75,Yes,301546.75,5683.05,Yes
Vocational,81649.95,No,220969.85,42612.29,No
College,115178.70,No,232664.90,13640.58,Yes
Vocational,144962.25,No,337102.45,14273.31,Yes
Primary,50098.41,No,78178.29,23922.02,Yes
Vocational,101983.17,Yes,26698.91,8221.38,Yes
College,168380.21,Yes,483439.15,16779.54,Yes
Primary,75622.80,Yes,207245.66,9249.89,Yes
Primary,128146.59,Yes,116171.48,46039.03,Yes
Vocational,116904.49,No,310523.27,21760.62,Yes
College,190745.70,No,104226.73,25123.05,No
College,191217.04,No,168330.57,11592.84,No
Vocational,90468.25,Yes,353422.76,48470.35,Yes
Primary,30736.83,Yes,371278.03,12795.67,Yes
Vocational,92645.47,Yes,372138.68,43379.84,Yes
Primary,99551.96,No,121367.26,31986.04,No
Vocational,35964.92,Yes,359215.07,31336.55,No
Vocational,178021.38,No,20216.96,7747.71,Yes
Vocational,149219.68,Yes,70137.42,6236.99,Yes
College,120117.23,Yes,441562.42,19709.34,Yes
Primary,129732.54,No,386950.25,34351.22,Yes
Vocational,163452.96,No,299667.96,37655.17,Yes
Vocational,163469.85,Yes,433391.28,28673.45,Yes
College,93079.87,Yes,414647.85,45535.32,Yes
Primary,48990.46,No,72860.69,19358.31,Yes
Primary,40363.75,Yes,210408.45,4080.59,Yes
College,128670.94,No,11000.06,48018.67,No
Primary,40386.45,No,269077.36,39562.08,No
Vocational,144545.47,Yes,460952.19,26678.91,Yes
College,77766.57,Yes,303328.61,12071.42,No
Vocational,189761.13,No,131103.89,5452.37,No
College,179348.13,No,155017.46,29106.72,No
College,78352.48,No,97154.90,9069.52,Yes
College,155600.90,No,496041.69,6613.65,Yes
Primary,198187.69,No,63882.90,9884.19,Yes
Primary,101675.59,Yes,262850.95,41107.52,Yes
Vocational,80682.88,No,16374.46,24640.49,No
College,197662.85,Yes,4533.66,33691.22,Yes
College,195437.90,No,437491.46,21145.57,Yes
Vocational,79310.37,Yes,484033.05,17908.35,No
College,161906.35,Yes,145153.51,39290.29,Yes
Primary,198935.39,Yes,256306.74,35243.34,Yes
College,51786.08,No,278540.16,6861.43,No
Primary,46157.28,Yes,10604.63,24595.21,Yes
College,94850.24,No,332603.90,41590.40,No
College,30164.69,No,50094.40,24625.60,Yes
College,83660.84,Yes,170249.33,28352.63,Yes
Primary,177103.09,Yes,221434.10,48132.34,Yes
Primary,43714.35,Yes,154080.65,26769.05,Yes
College,149150.19,No,79536.58,13328.51,Yes
Vocational,140184.47,Yes,473646.94,47252.67,Yes
College,61065.78,No,281971.65,15363.49,No
College,191952.37,Yes,268564.11,41698.93,Yes
Vocational,103720.59,No,59486.15,42293.06,Yes
Vocational,83180.91,No,229717.59,11636.78,No
Primary,108724.57,Yes,294821.68,23388.50,Yes
College,136609.05,No,154241.58,38984.18,Yes
Primary,146157.97,No,84752.92,14312.77,Yes
College,174600.03,Yes,92960.69,37079.21,Yes
Vocational,50087.47,Yes,157206.55,34414.39,Yes
Vocational,160735.19,No,188444.40,37036.37,Yes
Primary,164769.89,Yes,28830.63,38313.15,Yes
Vocational,151218.27,No,173324.07,28605.50,Yes
Primary,87789.06,No,151481.49,36116.97,No
College,67947.37,Yes,306186.35,43377.06,Yes
Primary,169374.55,No,478648.48,23618.55,Yes
Vocational,30192.02,Yes,202232.66,1055.82,No
Primary,96353.36,Yes,344282.72,28852.84,No
Primary,66675.96,Yes,37539.62,24272.57,No
Vocational,45337.68,No,387661.95,43073.02,No
Vocational,143922.81,Yes,472771.29,49817.87,Yes
Primary,98443.39,Yes,21080.04,19921.53,No
Primary,128922.98,No,278089.08,18993.60,Yes
College,73622.04,No,428258.56,11993.49,No
College,43023.22,Yes,319367.82,20003.53,No
Primary,65396.65,Yes,456293.86,18894.17,No
College,133916.16,No,105577.48,31621.15,No
Vocational,66952.62,No,123745.37,23482.43,No
Vocational,148382.52,Yes,58691.01,5431.44,Yes
Vocational,123095.30,Yes,436365.27,41614.95,Yes
Vocational,86951.52,Yes,462432.36,9006.78,Yes
College,100762.35,Yes,127948.28,24100.50,Yes
Primary,35811.08,No,370382.45,44437.97,Yes
Vocational,130233.07,Yes,366380.16,36242.66,Yes
Vocational,51837.67,No,205018.33,17371.44,No
Primary,74327.44,No,355874.86,31168.85,No
Vocational,67212.56,No,476540.39,35444.67,No
Vocational,116598.99,No,293020.49,12567.83,Yes
Primary,162166.20,No,452951.64,47095.25,Yes
Primary,167859.11,No,43148.47,45902.22,Yes
College,179938.48,Yes,362683.01,48706.79,Yes
Primary,86601.66,No,115044.58,1044.11,No
College,177952.61,No,346036.04,46586.08,Yes
College,137539.34,No,116365.88,1242.17,No
Primary,143768.20,No,444627.58,9931.20,Yes
Primary,175329.97,Yes,397437.46,4679.42,Yes
College,119912.98,No,395814.81,25472.62,Yes
Vocational,59743.89,No,199146.67,49332.68,No
College,146890.02,Yes,159783.11,26096.51,Yes
Primary,193059.15,Yes,441494.79,11911.50,Yes
Vocational,163588.22,Yes,492311.62,21043.67,Yes
College,124408.89,No,425413.12,44420.54,Yes
Vocational,114291.17,No,56304.55,18348.78,Yes
Vocational,56352.96,No,68399.47,26164.92,Yes
Primary,70438.76,Yes,16220.81,5332.52,Yes
Primary,98103.12,No,398245.07,22972.08,No
Vocational,189283.06,No,211163.00,35452.31,Yes
College,189441.13,Yes,226869.10,17095.53,Yes
Vocational,133018.97,Yes,452520.33,28617.94,Yes
Primary,111972.10,No,253232.97,31136.44,Yes
Primary,100935.26,Yes,212970.57,43829.36,Yes
College,169635.44,No,71058.76,29631.32,Yes
Vocational,155388.67,No,145574.35,41303.77,No
Vocational,164342.64,No,256221.65,31153.48,Yes
Primary,147693.91,Yes,355565.03,6248.15,Yes
Vocational,139787.96,Yes,349566.66,21341.55,Yes
Primary,138467.77,Yes,36082.02,17195.60,Yes
Primary,179827.96,Yes,550.61,32299.57,Yes
Primary,150530.25,Yes,90122.68,33642.64,Yes
Vocational,149662.07,No,224630.62,41489.99,Yes
Vocational,190761.36,Yes,473.17,11394.84,Yes
Vocational,52980.75,Yes,320805.00,25045.77,No
Vocational,193771.40,No,407826.95,33522.08,Yes
College,184377.99,No,280973.96,6203.94,Yes
Vocational,82828.13,Yes,409468.74,35613.34,No
College,75903.51,Yes,416623.53,13091.70,No
Vocational,46960.20,No,384679.27,44209.09,No
Primary,162524.77,No,218928.89,14957.35,Yes
Primary,148086.58,Yes,346121.50,42104.80,Yes
College,75137.17,No,303448.70,42659.28,No
Primary,197436.86,Yes,92737.89,44173.40,Yes
Vocational,175223.48,Yes,2761.75,48496.28,Yes
Vocational,194069.51,No,419681.89,47695.61,Yes
Vocational,97533.10,Yes,153188.48,18400.77,Yes
Vocational,86503.13,No,460776.87,40065.09,No
Vocational,136085.43,No,115199.71,46834.14,No
College,87891.26,Yes,443815.03,19313.48,No
Primary,198945.39,No,185585.62,32926.12,No
Vocational,93824.55,Yes,216173.35,47470.43,Yes
College,149519.13,No,325383.47,34554.27,Yes
Vocational,81527.10,No,109018.86,27551.29,No
Primary,156758.31,Yes,313397.24,3249.48,Yes
Vocational,142570.42,No,130779.69,37713.91,No
Primary,38480.65,Yes,116919.30,28443.10,Yes
College,177656.61,No,217856.25,42668.74,Yes
Primary,71133.44,No,38344.73,26220.83,No
Vocational,176423.51,No,491174.97,26788.03,Yes
Vocational,168751.46,No,65916.25,20299.49,Yes
College,128904.48,No,59940.16,26738.67,Yes
College,31632.34,Yes,379238.48,11398.54,Yes
Vocational,186277.27,No,254076.88,2185.56,Yes
Primary,175603.80,No,84298.92,43046.80,Yes
Vocational,193299.49,No,226759.02,36989.70,Yes
College,52511.36,No,245898.31,41686.92,No
College,58988.21,Yes,415075.05,32742.48,No
Primary,110201.81,Yes,102731.67,46227.49,Yes
College,92175.50,Yes,171701.92,40056.12,Yes
Vocational,68754.69,No,164611.85,17179.25,No
Vocational,131149.57,No,456801.93,5386.32,Yes
College,107599.19,Yes,451004.15,27618.47,Yes
Vocational,196486.00,Yes,320463.07,6332.95,Yes
College,82135.51,No,56680.49,24843.13,No
Vocational,109059.89,No,23769.19,49434.07,Yes
Vocational,101164.39,No,105322.58,4079.34,Yes
College,167566.63,No,211496.37,5303.83,Yes
College,105475.96,Yes,143026.00,11498.17,Yes
Vocational,146412.40,No,419750.33,41823.34,Yes
Primary,94633.73,No,293050.13,8809.75,No
Vocational,99049.70,No,90955.84,13737.84,No
Primary,71349.80,Yes,255785.20,16254.69,No
Primary,62229.58,Yes,341831.42,32527.86,No
Vocational,62003.96,Yes,128193.70,27474.66,Yes
Vocational,182106.69,Yes,124669.29,23363.28,Yes
College,199167.47,No,468096.42,47771.98,Yes
Vocational,155836.36,No,42641.83,31546.56,Yes
College,183125.03,Yes,401263.66,18924.19,Yes
Primary,33575.79,No,257197.57,42226.23,No
Primary,132173.66,Yes,30553.15,10361.86,Yes
Primary,116862.76,Yes,118732.86,24089.08,Yes
Vocational,179955.84,No,208111.54,48321.68,Yes
Primary,123261.95,Yes,316948.91,44314.69,Yes
Vocational,178397.73,No,138808.09,49277.75,No
Vocational,192169.76,Yes,151782.55,22882.16,Yes
College,132308.37,Yes,67220.98,16586.84,Yes
College,68187.00,Yes,107810.64,6494.77,Yes
Primary,78341.76,No,156811.23,11241.24,No
Vocational,103281.45,No,55778.98,31397.44,Yes
College,165573.44,No,274558.89,16220.70,Yes
College,152032.54,No,361511.69,13293.71,Yes
College,48744.86,Yes,399556.87,36082.25,No
Vocational,164981.29,No,256429.59,43598.02,Yes
College,71864.82,No,481283.67,36778.10,No
Vocational,168389.11,No,405456.04,32752.86,Yes
Primary,103554.52,No,425675.48,42197.74,Yes
College,73269.45,No,275411.87,31806.23,No
Primary,109926.41,No,105310.77,40748.49,No
Primary,146959.59,Yes,405399.21,1793.42,Yes
Vocational,126234.25,Yes,250958.46,30779.20,Yes
Primary,57070.13,No,211430.84,10145.80,No
College,45436.14,No,160974.78,32572.49,No
College,54123.59,No,59426.16,1725.74,Yes
College,166489.70,Yes,208669.70,23229.45,Yes
Primary,43971.82,No,276008.74,21040.83,No
Primary,183473.15,No,61792.63,42033.83,Yes
Vocational,67011.27,No,105149.93,23295.39,No
Vocational,56146.69,No,251858.13,26944.29,No
Primary,154715.21,Yes,79350.83,14303.14,Yes
College,187845.69,No,78918.42,18008.18,Yes
College,126266.24,No,297.62,49542.43,Yes
Vocational,199590.69,No,458223.78,21674.35,Yes
Vocational,180699.71,No,20846.56,21051.30,Yes
College,159957.13,Yes,202054.84,26179.67,Yes
College,118344.12,No,272277.31,33583.73,Yes
Vocational,189934.55,Yes,99478.58,18811.12,Yes
Primary,112528.99,Yes,118316.66,18274.75,Yes
College,61919.83,Yes,496093.02,582.65,Yes
College,44998.13,Yes,489720.26,27173.55,Yes
Primary,92619.37,Yes,84499.54,17547.23,No
Primary,162738.45,No,227836.91,23382.84,Yes
Primary,159689.17,No,418684.40,11339.28,Yes
Primary,67140.46,No,72471.79,38819.90,Yes
Primary,53980.65,Yes,419617.94,21996.25,No
College,55770.00,Yes,143465.90,6751.64,Yes
Primary,121153.83,Yes,465510.52,11789.55,Yes
Primary,189396.67,Yes,238773.08,41740.59,Yes
Vocational,79085.09,Yes,76397.97,46372.70,No
Primary,164212.97,Yes,410952.22,6601.09,Yes
Primary,147797.76,Yes,91387.80,43335.11,Yes
Vocational,108940.03,No,139718.59,49668.74,Yes
College,190985.30,Yes,413472.61,8915.41,Yes
Primary,59502.71,Yes,298683.62,45061.85,Yes
College,37586.80,No,114963.86,40135.15,No
College,143713.75,Yes,90715.33,20143.13,Yes
Primary,167158.05,No,478116.91,20617.85,Yes
Vocational,130346.97,Yes,89445.68,10526.31,Yes
College,91160.20,Yes,74537.72,34261.74,No
Primary,42676.35,Yes,168499.42,30175.12,Yes
Primary,81387.66,No,45892.99,42269.36,No
Primary,54952.74,No,387486.24,16609.16,No
College,145166.11,No,176005.85,43905.52,Yes
Primary,170279.47,Yes,467776.91,46860.66,Yes
College,145652.46,No,91019.36,4088.11,Yes
College,83854.97,No,397702.76,40337.82,No
Vocational,67008.16,Yes,424671.98,34371.05,No
Primary,57567.44,No,105540.50,23168.37,No
Vocational,38166.04,Yes,335801.24,27179.08,No
Vocational,58658.36,No,260451.97,36579.23,No
Primary,123938.59,Yes,440414.20,7151.14,Yes
Primary,33685.24,No,414433.20,13885.27,Yes
Primary,161089.24,Yes,399174.94,20329.30,Yes
Primary,198181.93,Yes,379228.32,38261.24,Yes
Primary,132775.31,Yes,267229.92,25931.44,Yes
Primary,181857.92,No,258613.63,30950.66,Yes
College,37493.72,Yes,235418.92,40337.41,Yes
Primary,47865.68,Yes,388836.67,43602.25,Yes
Primary,118837.94,Yes,3947.02,15880.35,Yes
Vocational,194911.50,Yes,413240.15,47748.56,Yes
Primary,114183.79,Yes,472309.16,22453.08,Yes
College,134468.16,No,364438.27,32104.26,Yes
College,44092.82,No,131948.69,39928.48,No
Primary,61522.28,No,478696.42,10132.06,No
College,97001.18,Yes,219802.87,36688.89,Yes
Primary,105089.55,No,361565.48,44253.50,Yes
Primary,169371.13,Yes,48177.51,39451.06,Yes
Vocational,108953.23,Yes,81892.73,34780.70,Yes
College,155326.51,Yes,28623.01,34246.11,Yes
College,125726.75,Yes,342792.93,28505.87,Yes
Primary,177660.88,No,283624.92,2225.69,Yes
Primary,199675.80,Yes,356265.85,24625.39,Yes
Primary,161551.71,No,34291.05,8410.16,Yes
College,86837.18,No,429180.98,40092.83,No
Vocational,108285.08,No,63985.04,31710.24,Yes
Vocational,152266.78,Yes,402302.27,21834.94,Yes
Vocational,86626.50,No,397627.50,37521.51,No
Vocational,174090.72,No,83482.64,8724.84,Yes
Vocational,104308.83,Yes,455123.22,48015.08,Yes
Primary,177460.63,Yes,75625.70,40691.67,Yes
Vocational,102358.94,No,58934.15,2801.64,Yes
Vocational,181173.24,No,75383.97,35527.57,Yes
Vocational,134407.07,Yes,126603.72,38094.11,Yes
Primary,178663.92,No,116068.45,39727.68,No
Primary,173338.47,No,27231.06,173.97,Yes
Primary,148391.48,Yes,412850.05,42624.20,Yes
Vocational,83864.25,No,224186.66,34120.05,No
College,195769.44,No,119249.67,6649.77,No
Primary,167896.93,Yes,373773.95,10271.30,Yes
College,39554.17,No,69987.22,24335.71,Yes
Vocational,101501.28,Yes,104259.14,21710.99,Yes
Primary,78659.90,Yes,491938.23,31966.17,No
Vocational,129399.45,No,303196.54,46396.16,Yes
Primary,48025.36,No,290038.49,46015.31,No
College,101903.94,No,373316.42,859.59,Yes
College,144250.40,Yes,7499.56,2906.04,Yes
Primary,185873.07,Yes,387557.15,25577.76,Yes
Vocational,67304.07,Yes,88719.03,18297.14,Yes
College,139077.92,No,122391.83,44230.41,No
Primary,139966.67,Yes,223502.74,25942.67,Yes
Vocational,166071.27,Yes,249516.72,22158.31,Yes
College,65259.50,No,109447.29,43601.74,No
Primary,64434.89,No,166415.61,42317.09,No
Vocational,92779.70,No,91289.68,39370.85,No
College,75875.19,No,340088.58,42680.54,No
Vocational,64158.42,No,456132.19,7489.99,No
College,143482.08,Yes,470050.66,9184.36,Yes
Primary,142677.62,No,8521.86,611.43,Yes
Vocational,155134.42,No,488380.89,22374.84,Yes
College,42589.11,No,381489.95,42234.64,No
College,155478.52,No,427373.03,32293.41,Yes
Primary,84126.23,No,91989.45,43701.94,Yes
Primary,74807.25,No,147112.23,30188.09,No
Vocational,35851.98,No,20358.72,14374.30,No
College,66949.46,No,70762.19,39286.90,Yes
College,51442.65,No,452477.88,39579.83,No
Vocational,32411.92,No,378391.53,23341.57,Yes
Primary,87753.95,Yes,173883.51,30232.67,Yes
Primary,156478.36,No,52376.72,43695.25,Yes
Primary,195401.35,No,474172.44,117.70,Yes
Vocational,43030.23,Yes,236124.12,48275.08,Yes
College,172245.42,No,215340.81,48776.84,Yes
Vocational,126701.01,Yes,378553.03,23715.82,Yes
College,108980.39,Yes,211869.14,47064.92,Yes
College,38309.04,Yes,418219.36,29569.32,Yes
Primary,93465.42,No,431378.69,25370.32,No
College,143025.55,No,179212.75,38105.42,Yes
Vocational,164397.86,Yes,392056.19,48645.49,Yes
Vocational,153223.17,Yes,242368.33,33430.08,Yes
Primary,177004.12,No,329444.46,22508.45,Yes
Primary,73127.24,No,251939.66,32517.81,No
Primary,180240.78,Yes,455586.16,3292.43,Yes
Vocational,149507.51,No,244087.30,11259.88,Yes
Vocational,199901.88,Yes,360187.90,24170.62,Yes
Vocational,168743.90,No,441745.38,25342.00,Yes
College,34442.47,No,255407.40,10539.74,No
Primary,73255.76,Yes,279402.84,12499.77,No
Vocational,76252.76,Yes,191758.05,8111.64,Yes
College,125024.23,No,403552.16,30632.98,Yes
College,51797.96,No,175465.15,7234.08,No
Vocational,154660.70,No,420979.54,3474.70,Yes
Primary,163338.02,No,202218.90,47929.39,Yes
Vocational,175210.91,No,122994.25,41568.73,No
College,64735.71,Yes,418040.15,22885.51,No
Vocational,123529.90,No,359042.40,2959.67,Yes
College,98347.60,Yes,58170.62,15913.23,No
College,57059.58,Yes,448687.23,26109.05,No
College,181977.79,Yes,180675.31,3621.76,Yes
College,162033.57,Yes,482198.79,4103.25,Yes
Vocational,98704.33,Yes,146335.99,34730.27,Yes
Vocational,164730.97,No,215026.38,4846.86,Yes
Vocational,111818.32,No,188127.33,17840.29,Yes
Vocational,124904.34,No,291851.57,48832.65,Yes
Vocational,133172.05,Yes,346102.90,39941.06,Yes
Vocational,34584.35,No,418524.99,46001.46,Yes
Vocational,169490.73,Yes,74261.89,40177.62,Yes
Vocational,122523.50,Yes,195009.99,37260.06,Yes
Vocational,146688.31,Yes,375355.38,29556.42,Yes
Vocational,125978.23,No,142156.91,41914.49,Yes
Primary,32214.52,Yes,213364.62,12191.60,No
Primary,163043.26,No,24554.20,29086.14,Yes
College,137733.41,Yes,172706.29,21977.24,Yes
Vocational,184740.21,Yes,308898.57,27476.99,Yes
College,59406.59,No,245070.55,5042.02,No
College,188550.64,No,431924.49,36166.98,Yes
College,187476.15,Yes,306713.95,49106.61,Yes
Vocational,148296.16,No,216367.39,12979.13,Yes
College,78870.58,No,328493.31,5940.61,No
Primary,136873.98,Yes,49271.32,14909.00,Yes
Vocational,179063.87,No,392889.25,13753.96,Yes
College,38754.91,Yes,9194.04,42686.76,Yes
Primary,73294.68,Yes,173523.44,7873.41,Yes
College,166108.82,No,218473.34,29548.25,Yes
