GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ENTP,INFP,93640,43921.3,Success
ISFJ,ENTP,57039.73,79099.03,Failure
ENFP,ISFP,76525.19,74562.5,Failure
ENFJ,ESFJ,94291.36,92992.56,Success
ISTJ,ESFP,95224.16,83673.09,Failure
ISTJ,INFP,47316.96,90488.01,Failure
ESFJ,ESFJ,65843.49,62738.18,Success
ENTJ,INTJ,45696.28,71127.32,Failure
ISTJ,ISFJ,30909.5,64969.19,Success
ESFP,ENTP,95621.41,76128.76,Failure
ISFP,ENFP,44140.15,75748.76,Success
ESTJ,INTJ,39241.5,72865.27,Success
ESTJ,ENFJ,68764.28,61623.36,Failure
ENFJ,ISFJ,41560.21,96602.91,Success
ENTP,ISTP,69193.32,32611.81,Failure
INTP,ISFJ,51192.12,51075.98,Failure
ISTP,ESTJ,30921.89,57196.96,Success
ISTJ,ENFJ,61790.03,99125.12,Failure
INFJ,ISTJ,72066.81,47092.29,Failure
ENTP,ENFP,49018.37,35099.85,Failure
ISFP,ISTJ,94040.32,91182.8,Failure
ESFP,ISTP,39510.18,77333.65,Failure
ISFP,ISFJ,90759.04,63210.04,Failure
ENFJ,ENFJ,69048.47,38635.3,Failure
INTJ,ENTJ,93930.88,41984,Failure
ISTP,ENFJ,47080.27,32275.23,Success
INFP,ISTJ,83373.29,79860.79,Success
INFP,ENTJ,71637.14,44280.53,Success
INTJ,ENFP,60533.12,67091.66,Success
ISFJ,ESTJ,40743.57,75381.15,Failure
ENFJ,INTP,44979.85,31736.47,Failure
ENFJ,ESFP,98616.12,58557.05,Success
ESFP,ENTP,96626.22,39479.9,Success
ESFJ,ESFJ,31489.05,89216.85,Failure
INTJ,ESTJ,45364.4,94759.65,Success
INTJ,ESTP,49408.84,76782.84,Failure
ESTJ,ESFJ,35405.89,55576.05,Failure
ESFP,INFP,59603.25,82347.68,Failure
ISTJ,ISFP,99602.72,34354.93,Success
ENFP,ENFJ,84045.02,49349.26,Failure
ENTJ,ISFJ,40385.43,47577.32,Failure
ESTJ,ISTJ,53925.4,92057.01,Success
INTJ,ENFP,84044.41,94978.61,Failure
INFP,ENFP,49398.88,60024.53,Success
ESFP,ESTJ,75152.82,30720.37,Success
ISTP,INTJ,97214.42,71807.07,Failure
ISTP,ESFJ,62878.56,61165.91,Failure
ISTJ,ISTP,96555.51,74772.72,Failure
INFJ,ISTJ,34138.45,33173.92,Failure
INTJ,ENFP,38482.98,59917.11,Failure
ESTP,ENTJ,46248.15,67938.24,Success
ESFJ,ISTJ,65525.64,35772.02,Failure
ISTP,ENTJ,93280.81,56325.06,Failure
INFP,INTJ,80182.4,77719.32,Success
ESFP,ISFP,87027.86,99275.23,Failure
INFJ,ESTP,85824.36,58515.81,Failure
ESTP,ENFP,36325.35,90974.06,Success
ENTP,ESFP,53490.1,44762.93,Success
ISFJ,INFJ,38589.54,71055.62,Failure
INTJ,ESTP,96596.9,49656.67,Success
INTJ,ENTJ,42710.13,97873.54,Failure
ISTP,ISTJ,38301.06,51384.08,Failure
ESTJ,ISTP,34948.43,49249.43,Failure
ISFJ,ESTJ,79139.41,31170.87,Failure
INTP,INFP,63693.85,92977.7,Failure
INTP,ENFJ,35807.9,39926.7,Success
INFP,ENFP,64249.66,63328.06,Failure
ISFP,ESTJ,65178.29,50923.3,Success
INTP,ISTJ,59654.73,68034.78,Failure
ESFP,ESFJ,60655.48,81937.87,Failure
ISTJ,ISTP,96521.76,74556.26,Success
INTJ,ISTJ,94551.24,97892.63,Success
ENTJ,ENTP,99504.05,59056.26,Success
ENFP,ESFP,74121.53,32283.63,Failure
ESTP,ISFP,44464.77,47171.98,Failure
ENTP,ISFP,80463.84,56659.74,Success
ESTP,INFP,41205.66,73830.98,Failure
ESFP,ESFJ,39973.59,72564.05,Success
ENFP,ENTJ,75937.01,70578.29,Success
ENFP,INTJ,67951.91,60567.7,Success
INTP,INFJ,78763.86,66755.71,Success
ENTP,ISFJ,62840.18,74521.56,Success
ISFP,ESFP,62945.51,93870.51,Success
ISFJ,ESFP,94280.1,50514.17,Success
ESTP,ISFJ,98004.35,85105.51,Success
INTJ,INTJ,47014.64,56061.41,Success
ESFP,INTP,60525.19,52896.13,Success
ISFP,ISFP,60357.83,93819.16,Failure
INFP,INFJ,43428.18,40935.47,Failure
ENTP,ESFJ,68731.57,90114.37,Success
INFP,ESTJ,59685.36,84839.75,Failure
INFP,INFP,44089.33,79731.15,Success
ENTP,ESTJ,98038.5,41383.68,Success
ESTJ,ISTP,78435.46,37660.9,Failure
ISFP,ESTP,85678.59,75918.63,Failure
ESFJ,ENFJ,59342.25,90964.4,Failure
ESFJ,INFP,79879.33,55877.48,Failure
ENTP,ISFP,67129.91,74464.64,Success
ESFJ,INFJ,57217.81,31126.87,Failure
ESTP,ISFJ,66162.75,47764.74,Success
ESTP,ISFJ,81748.22,71635.12,Failure
INTP,ENFJ,79807.26,81285.64,Success
ESTJ,ENTJ,76734.75,53360.74,Success
ISFP,ISFJ,40283.66,77623.12,Failure
ESFP,ESTJ,94655.68,77147.5,Failure
ENFJ,ESFJ,58999.36,35192.12,Success
INTJ,ENTJ,47793.56,84539.03,Failure
ENFP,INTP,68074.6,60591.79,Success
ENFP,ISTP,96387.31,77441.73,Failure
ENTP,INTJ,72637.31,30880,Failure
INFJ,ESFJ,74051.31,34186,Failure
ESTJ,INTJ,60469,78309.5,Success
INTP,ENTJ,55608.31,77569.2,Failure
ESFJ,ENTJ,70047.25,55001.48,Success
ENTP,INTJ,69359,69973.66,Failure
ENFP,ENTJ,48918.2,65001.14,Failure
INFP,ENTP,60784.65,51382.83,Failure
ESFP,ISFP,89197.36,73408.08,Failure
INTP,ESFP,68175.25,71063.95,Success
ENTJ,ESTJ,64625.97,93932.05,Success
ENFJ,ESFJ,63198.77,65493.11,Success
ESTJ,ESFP,69730.67,73946.11,Failure
INTP,ISFP,59143.33,39765.8,Success
ESFJ,ISTP,75374.55,95136.15,Failure
ENFP,ENFP,93380.72,43122.82,Failure
INTP,INTP,85967.23,46386.47,Failure
ENTP,INFJ,61001.29,97098.37,Success
ISFJ,ISTP,37668.41,80929.58,Failure
ISFP,ESTJ,37550.56,92292.63,Failure
ISTP,ENFJ,51541.19,96843.99,Failure
ENFP,ISTP,42155.59,63953.77,Failure
ENTP,ESFP,37312.57,96636.62,Failure
INFJ,INFJ,74938.16,73982.55,Success
INFJ,ISTP,70488.7,41723.98,Failure
ISTP,INFJ,75174.5,75946.43,Success
ESFJ,INFP,46371.79,48301.71,Failure
ESTJ,ESTJ,43291.39,42371.03,Failure
ENTP,ISFJ,82510.29,54602.98,Success
INTJ,ENTP,60923.99,98043.1,Failure
ENFJ,INTJ,63929.23,50874.64,Failure
ISFP,ENTJ,69728.12,80956.15,Failure
ENTJ,ESFJ,30092.29,82156.62,Success
ISTJ,ENTJ,69372.91,92886.97,Failure
INTJ,ISTJ,49613.83,54954.88,Failure
INFP,ESTP,69552.95,93467.92,Success
ENTJ,ENFJ,49386.07,37330.14,Failure
ISFJ,ISFJ,55251.42,43226.12,Failure
INTJ,ISFP,87731.44,60752.38,Success
ISFJ,ENFP,81109.73,84543.11,Success
ISFJ,INFJ,42728.74,80528.34,Failure
ENTJ,ISTP,98290.82,86473.29,Failure
ESTJ,ISFP,61493.79,39742.91,Failure
ENFJ,INTJ,50416,50014.87,Failure
INFP,INTJ,46825.05,88290.95,Failure
INFJ,ESTP,43446.54,81426.58,Failure
ENTJ,ISFJ,37276.67,53020.55,Failure
INFP,ENTP,70165.39,54283.03,Failure
ISTP,ISTP,70910.1,91724.51,Success
INTP,ENFJ,50917.63,83171.78,Success
ESTP,ESTP,90073.02,35919.34,Success
INTJ,INTJ,70185.49,96699.56,Success
INFJ,ISFP,97156.51,55970.22,Failure
ENTJ,ISFP,51921.88,61205.35,Success
ENFJ,ENFP,36270.81,61860.36,Failure
ENTP,ISTJ,39518.37,52194.84,Success
ENFP,ESFP,34408.72,46493.63,Success
ISFJ,INFJ,96768.28,94024.02,Failure
ESTP,INTP,85286.34,86165.22,Success
ENFJ,ENFP,79554.36,31518.81,Success
ESFJ,ENFJ,89691.51,92863.82,Failure
INFJ,ENFP,89032.71,62013.25,Failure
ESTP,ISTJ,57251.11,36362.02,Success
ESTP,ENTJ,49078.46,46506.55,Failure
ESTJ,INTJ,58679.72,68421.43,Failure
INFJ,INTP,67048,47904.24,Success
ESFJ,ESFJ,50219.82,71195.31,Failure
INTP,ESTJ,87178.4,98612.47,Failure
INTJ,ESTP,98830.42,52679.51,Failure
ENTP,ENFP,94386.64,80660.6,Failure
ISFJ,ISTP,99511.56,44762.04,Success
ISTP,ISTJ,37918.36,38905.16,Success
ESFJ,ESTJ,76035.65,98574.08,Failure
ESFP,ISTJ,67360.59,60968.77,Failure
ESTJ,ESTJ,74707.85,76076.56,Failure
ESTJ,ENTJ,84640.12,41673.27,Success
ENFJ,ESTP,60280.83,35492.04,Success
INFJ,ESFP,64996.87,90348.94,Failure
ISTJ,ESTJ,38233.15,88580.76,Success
ENFP,ENFJ,36936.3,85225.12,Success
ENTP,ISFP,57363.55,51762.32,Failure
INTJ,ENFP,92020.86,74153.98,Success
ENTJ,ENFJ,37282.54,55565.78,Failure
ESTP,ENTJ,69631.04,54208.95,Success
INFJ,ISFJ,80047.64,92247.49,Success
ESFP,ENFP,94122.34,77829.68,Success
INTP,ISFP,95884.02,90151.29,Success
INFP,ISTP,69574.45,96550.33,Success
ESFJ,ISFP,42308.14,39382.91,Success
ESFP,ESTJ,67833.62,97570.01,Success
ISFJ,INTP,94132.97,60258.73,Failure
INTJ,ISTP,43483.07,31847.47,Failure
ENTP,ENFJ,38413.54,69526.64,Success
ISTP,INFP,90845.9,76419.95,Failure
INTJ,ESFP,99624.92,90501.3,Success
INFP,INTJ,84826.43,92234.47,Failure
ESFP,ESTP,37851.66,95079.48,Success
ENFP,ESTJ,89875.47,85632.44,Failure
ENTJ,INTJ,41820.14,72497.57,Failure
ISTP,ENTP,73475.35,43958.73,Failure
ESFJ,ISFP,34007.38,48294.5,Failure
ENTJ,ISFJ,86929.67,73192.16,Success
ENTP,ENTJ,51823.3,43752.85,Success
ESTP,INTP,39774.56,57193.54,Success
ISTJ,INTJ,60546.86,83189,Success
INFJ,INTJ,55975.67,93032.67,Success
ENFP,ENFP,47076.01,35651.44,Failure
ESTP,INFJ,94122.88,44950.13,Success
ENTJ,ISFP,94938.14,56261.25,Success
ISTJ,ESTP,93979.5,91023.63,Failure
ESFJ,ISTJ,68407.78,66158.16,Failure
INFJ,ESTJ,94034.74,52724.63,Success
ESTP,ISFJ,44099.57,96014.89,Failure
ISTJ,INFP,42385.89,45546.07,Success
ENTJ,ENFP,48276.67,32484.62,Success
INFJ,INFJ,44784,37939.4,Success
ISTJ,ENFP,51970.75,43270.9,Failure
INTJ,ENTP,78799.92,83228.38,Failure
ENFP,ESTJ,88159.65,33090.67,Success
ISFJ,ESFJ,36444.27,99309.22,Success
ISTJ,ISFP,57248.38,78074.09,Success
ISFP,ESFP,30048.83,82008.56,Failure
ESFP,ENFJ,84660.4,67500.35,Success
ESFJ,INFJ,51687.37,60661.38,Failure
INFJ,ISTJ,92272.5,33889.42,Failure
ENFP,ENTP,83446.94,38434.67,Failure
INTJ,INFP,98227.19,74859.76,Success
INTP,ISFP,36509.55,83163.42,Failure
ESFP,ISTP,87276.21,66398.08,Failure
INTJ,INTP,56119.27,59883.44,Success
INTJ,ESTP,61628.62,90904.96,Failure
ENTJ,ISTJ,54681.24,75589.58,Success
ENTP,INTJ,71175.23,70199.51,Success
ISFP,INTP,33898.48,58720.75,Success
ISFP,ISTJ,45689.68,83988.76,Failure
ISTJ,ISFP,56505.11,33421.14,Success
ESFP,INFJ,54251.64,68299.71,Success
ISFJ,ISFP,97759.51,34486.52,Success
ENTP,INTP,89317.12,62447.58,Success
INFJ,ESFP,34645.69,45260.08,Failure
ISFJ,ISFP,84478.48,92511.64,Success
ISFJ,INFP,36829,85118,Success
INFP,ENFJ,57824.38,89683.39,Failure
ESFJ,INFJ,61369.74,88117.95,Failure
ISTJ,INFJ,62489.46,77160.74,Failure
ESFJ,ESTP,91490.55,36165.68,Success
ENTP,ISFP,76674.89,52050.01,Success
ENTJ,INFP,89514.83,54203.69,Success
ENFP,ENFJ,53566.92,77213.67,Success
ESFP,ISFJ,85169.48,85472.64,Failure
INFJ,ESFP,88007.94,76975.41,Success
INFP,ENTP,49922.9,75575.41,Failure
ENFP,ISTJ,63276.69,63817,Success
ISTP,INFJ,68696.11,63469.71,Success
ESTJ,ISTJ,78570.03,50789.61,Success
ESTJ,INTJ,82675.47,75368.01,Success
ENFP,ISTP,96655.4,84527.66,Success
ISFP,INTP,30504.29,95036.67,Success
ENFJ,ESFJ,86485.29,81805.93,Success
ESTP,ISFJ,92415.98,64457.11,Failure
ISTJ,ENTP,98150.13,51993.62,Success
ESFP,INFP,44905.33,83700.17,Failure
ENFP,ESTJ,46578.54,93553.69,Success
ENFJ,ENTJ,95604.65,95412.31,Failure
INTP,INFP,31368.65,44831.99,Success
ISFJ,ESTP,93047.41,85222.53,Failure
ENFP,INFJ,80972.32,34908.14,Success
ENFJ,INTP,69528.2,41278.14,Failure
ESTP,ENFJ,99697.32,72838.77,Failure
ISTJ,ENTP,40667.3,42128.74,Success
ENTJ,INTP,81210.64,70753.62,Success
INTP,ESFP,45550.09,34514.45,Failure
ESTP,INTJ,62760.92,41831.28,Failure
ESTP,ENTJ,31086.82,46371.13,Success
ISFJ,INTP,90789.79,91181.04,Failure
ESFJ,INTJ,86512.9,45431.87,Failure
INFJ,ENTP,98366.68,60714.52,Failure
INTP,ENFP,99122.58,74430.31,Success
INTJ,ESTP,61307.38,82567.13,Success
ESFP,ISTJ,41109.74,45583.85,Success
INTJ,INFP,61752.3,93467.03,Failure
ESTP,ENFJ,48159.46,30852.05,Failure
ENTP,INFP,42666.63,39168.67,Success
ISFJ,ENFP,36482.54,31883.64,Failure
INFJ,ESTP,62421.71,79979.69,Success
ESTP,ENFJ,86607.9,63517.08,Failure
INTP,INTP,77431.05,42545.16,Failure
ISFJ,ENFP,92480.53,33628.29,Failure
INTJ,ISFJ,35545.57,45286.83,Success
ESFJ,ESTP,34326.97,76818.11,Failure
ENFP,ISTP,46105.53,54422.6,Failure
ENFP,ENTP,68470.56,39806.13,Success
INTP,ISFJ,50447.69,46187.84,Failure
ISFP,ISFJ,30746.57,84070.9,Failure
ESFJ,ESFP,32929.36,63556.27,Failure
ESFP,ESTP,38431.79,62701.47,Failure
ENTJ,ENTP,97802.84,43309.39,Success
ESTJ,INTP,61055.64,45438.12,Success
ESTP,ESFJ,42022.4,85835.27,Success
ENFP,ISTP,66565.33,58733.59,Success
ESTP,INFP,83048.39,78265.84,Failure
ENTP,ESTP,67539.18,52356.87,Failure
INTJ,ENTP,30549.72,78477.85,Success
ENFJ,ISFP,30689.49,30677.63,Failure
ESFP,ISTJ,69679.3,32528.18,Failure
ENFJ,ESFP,94645.01,36721.13,Success
ENTP,ENTJ,79663.28,71976.51,Success
ISTJ,ENFP,80435.58,50490.17,Success
ESTP,ENTP,93112.5,49589.77,Success
ISTJ,INFJ,43239.67,40255.04,Failure
ESTP,ENFJ,76999.55,95689.55,Success
ESFJ,INTP,35229.62,86559.06,Failure
ESFJ,ENFP,38296.71,50936.97,Success
ISTJ,ENFP,42152.32,97414.11,Success
ENTP,INTP,99334.3,70575.68,Failure
ISTJ,ISFJ,57941.45,43194.93,Failure
INTJ,ENTP,63410.23,38662.57,Failure
ISFP,ENFP,49685.52,35237.36,Failure
ISTP,ESTP,89641.14,62318.25,Success
INTP,ESFP,58942.77,72970.9,Success
ISTP,ENTJ,92516.86,44301.84,Failure
ENTJ,ENTP,88950.94,55293.28,Success
ISFP,ENTP,53527.15,44297.89,Failure
INTJ,ISTJ,64586.16,58093.94,Success
ISTJ,ISTP,99593.55,54109.57,Success
ESFJ,ENFP,37191.86,56667.3,Failure
ENFJ,INTJ,85080.63,63082.46,Success
ESFJ,ESTJ,62340.4,47343.01,Success
ESTP,ENTP,94259.3,55634.26,Failure
INTP,ESTJ,74756.33,55740.89,Failure
ESTJ,INFJ,90573,54510.1,Failure
INTP,ENFP,68457.01,92627.09,Success
ESFP,ISFP,94666.55,46294.78,Failure
ENTJ,ISFJ,64360.67,98541.44,Failure
ESTP,ESFJ,78691.72,95688.22,Failure
ENFJ,INFJ,65137.16,88738.02,Success
ESTP,ESFJ,35633.52,69005.93,Success
INTJ,INTP,45890.08,46466.45,Failure
INTP,ISTJ,48247.29,65919.63,Failure
ENFJ,INFJ,31840.25,50187.75,Failure
ISTP,ENFJ,81065.47,93889.92,Success
INFJ,INTJ,38363.32,47618.9,Success
ENTP,ENTJ,87755.37,81483.41,Success
ENTJ,ENTP,79638.35,76717.85,Failure
INTP,ESFJ,71218.67,38419.18,Success
ISFP,INTJ,52167.57,49392.23,Success
ENTJ,ESTJ,55371.33,76715.36,Success
INTP,INFP,45933.31,61846.87,Success
ESTP,ISTJ,37829.83,91162.78,Failure
ENTJ,ISFP,68164.89,99794.2,Failure
ISFJ,INTJ,63161.98,30981.57,Failure
ISFP,ENFP,56087.56,61372.61,Failure
ESTP,INTJ,65646.73,91045.17,Success
ISTJ,ENTJ,67741.35,93560.35,Failure
ESTP,INTJ,65033.04,89528.37,Success
INFP,ESTP,50888.69,89219.2,Success
ESFJ,ISTP,51009.53,54200.88,Failure
ENFJ,ESFP,46310.72,46695.02,Failure
ENFJ,ISFJ,52091.34,50726.55,Success
ESFJ,ISFJ,40216.49,36557.44,Failure
ISFP,ENFJ,30057.74,47775.32,Success
ESTP,INTP,32276.69,86658.75,Success
INTJ,ENTJ,53587.18,99203.49,Failure
ESTP,ENTJ,69042.93,85524.03,Failure
ISTP,ISFP,70820.99,32834.04,Failure
ENFJ,ESTP,77927.5,56820.5,Success
INTJ,ISFP,34050.5,57160.8,Success
ENFP,ESFP,30222.36,82765.37,Failure
ENTP,INFP,33308.99,72651.52,Success
ENTP,ISTJ,66755.73,44024.79,Failure
INTP,ISTP,42128.28,86711.99,Failure
ESFJ,INFJ,59524.19,37135.66,Success
INTJ,INFJ,39433.33,81485.47,Failure
INFP,ISTJ,56466.77,39356.68,Success
ISTJ,ISTJ,74262.57,45703.12,Failure
ISTP,ISTP,42198.87,54713.44,Success
ESTJ,ENTP,98621.96,38641.98,Success
ESTP,ESFP,36625.3,86359.15,Failure
INFP,ENFJ,36121.99,84711.71,Success
INFP,ESFP,80654.88,46549.51,Failure
ISTJ,ISFJ,92603.66,70639.77,Success
ENTP,ISTJ,73090.61,45043.33,Failure
INTP,ESFP,69769.93,97311.29,Success
INFP,ESTJ,43188.57,72909.83,Failure
ENFJ,ESFJ,66502.69,47227.29,Success
ESTP,ESFJ,47907.29,71630.18,Success
ENFJ,INTJ,42264.7,78082.04,Failure
ISFP,ENFP,92622.04,41044.51,Failure
ESTJ,ISTJ,68062.13,30248.88,Success
ENTP,ESFP,89696.13,47171.62,Failure
ISFP,INTP,98219.84,45069.05,Success
INFJ,INTJ,50276.03,37369.88,Success
ISFP,INTP,84785.59,95606.83,Success
INFP,INTP,65707.13,48334.23,Success
INFJ,ENTJ,58819.55,43098.37,Failure
ISTP,ENFJ,60683.21,54807.37,Failure
INTJ,ESTJ,95642.26,54113.06,Success
ISFJ,ENTJ,47518.6,46670.71,Failure
ISTP,ENTP,55424.72,63813.97,Success
ENFP,ESFP,54786.84,78193.7,Failure
INTP,ESFJ,49343.3,44996.76,Success
ISTP,ENTJ,60325.29,31096.65,Failure
ISTP,ENTP,93624.51,71214.1,Success
ISTJ,ESTJ,33452.45,67033.54,Success
ENFJ,ENTJ,91690.91,30614.23,Failure
INTJ,ESFP,98836.03,79703.26,Success
ENTP,ENFJ,54711.33,68739.07,Failure
ESTP,ENTP,53188.48,43919.33,Success
INTP,ENFP,98770.33,91388.35,Success
ENTP,ESFP,51215.16,72224.94,Failure
INFP,INTJ,33462.95,85844.9,Failure
ENFP,ISFJ,71335.55,63182.58,Success
INTP,ENTJ,43290.19,33554.99,Success
ISFJ,ENFP,83249.5,39231.55,Success
ESFP,INFP,33170.26,58695.79,Failure
INTP,ESFJ,35055.23,47833.37,Failure
ESTP,INTJ,65261.82,96431.92,Failure
ISFP,ISFJ,59325.4,33773.41,Success
ENTJ,ISTJ,65605.81,76777.49,Success
ENFP,INTJ,58139.44,99539.99,Success
ENTP,ESFP,60644.74,92189.36,Success
ESFJ,ESFP,76147.23,97335.94,Success
ESFJ,ISFP,53885.87,80223.89,Success
ENTP,INFJ,99545.16,53465.36,Failure
ENTP,ENTP,74830.5,69267.79,Failure
INFP,ENTP,83735.57,71395.25,Success
ISFP,ESFP,39227.22,67795.19,Failure
ISTP,ENFJ,65420.01,81754.61,Success
ESFP,ENFJ,76781.93,47806.4,Success
INFJ,ENFJ,33409.29,62010.08,Failure
ESFJ,ISFJ,47324.73,36084.66,Failure
ISFP,ISFP,76105.95,82876.22,Success
ENFP,ESFP,82094.64,37232.84,Success
INFJ,INFP,62918.18,63631.14,Failure
INFP,ISFJ,32722.41,91157.68,Success
ESFP,INTP,68849.47,64329.24,Failure
INFP,ENTJ,66425.1,84553.08,Failure
ISTJ,ESFJ,41601.83,32215.85,Success
ISFP,ENFJ,73923.63,49194.61,Success
INTP,ESFJ,89879.13,42392.58,Failure
ENFP,ISFP,63642.66,87953.22,Success
ESFP,ESFP,41904.85,91411.44,Success
ESFP,ENFJ,34416.41,53833.48,Failure
ENFP,ISFJ,84410.08,70842.44,Success
ISTJ,ESFP,45827.56,95889.12,Success
ISTJ,INFP,38925.53,43768.22,Failure
INTJ,INFP,75328.01,76144.25,Success
INFP,INFJ,60399.89,31014.67,Success
ENTJ,ISTP,93675.81,67954.18,Success
INFJ,ISFJ,61349.22,90937.63,Failure
ESTJ,ENTJ,30493.51,67608.76,Success
ISFJ,ISTJ,47445.22,56287.62,Failure
ISFJ,ISFP,36834.55,62126.51,Success
ISFJ,ISFP,75729.64,54925.33,Failure
ESTJ,INFP,56243.21,87099.69,Failure
ESFJ,ISFJ,94216,87059.09,Success
ESTJ,ISTP,63969.89,70840.95,Failure
ESTJ,ESTP,88680.55,70835.7,Failure
ISFJ,ISFP,71256.76,41756.76,Failure
ENTJ,ISFP,84591.83,43169.59,Success
ENTJ,ENTJ,41900.9,48394.13,Success
ISTJ,ENFJ,71132.01,31963.23,Success
ISFJ,ENFJ,89642.13,50989.25,Failure
ISTJ,ENFJ,32338.2,94704.45,Failure
ESTP,ENTP,50148.73,68425.78,Failure
INTJ,ESFP,68077.68,99996.82,Success
INTJ,ESFJ,69489.41,90012.2,Success
INTP,ENFJ,68126.01,41865.83,Success
ENTP,ENTP,59138.68,50657.23,Success
ENFP,ESTP,89185.68,50955.4,Success
ISTP,INFP,47107.87,41135.63,Success
ENTJ,ENTP,66765.47,93022.45,Success
ESFP,ISTJ,36248.44,59966.2,Success
INFJ,ISFJ,62335.71,93644.44,Success
ESTP,ENFP,96914.21,70175.26,Success
INFP,ESTJ,41931.37,92220,Success
ISFP,ISFJ,56638,65667.22,Success
INTJ,INFP,56020.03,32247.22,Failure
INFP,ENTP,87700.14,93983.31,Success
INTP,INFP,94975.02,92692.9,Failure
INFJ,INTP,76086.09,64721.67,Success
ESTJ,ENTJ,37042.19,30622.28,Failure
ISFP,ENTP,38695.69,90955.23,Failure
INTJ,ESTJ,56111.98,30215.26,Failure
INFP,ENTJ,74185.21,98956.21,Failure
ESFJ,ENFJ,39356.65,93287.93,Failure
INTJ,INFJ,66257.27,78693.67,Failure
ENFJ,ENFJ,61134.04,88564.9,Failure
ISFP,ISFP,35754.4,32038.72,Failure
ESTJ,INTJ,50548.7,46199.22,Success
ESFJ,ESTP,49468.44,70369.34,Success
ISTP,ESFJ,86776.27,42387.41,Failure
INTJ,ESFJ,32901.16,61846.96,Failure
ISTJ,ISFP,39309.6,44054.59,Failure
ENFP,INFJ,68459.76,93102.35,Failure
ISTJ,ESTJ,62620.4,78278.54,Success
ESFJ,ESFP,67968.26,61881.42,Success
ISTJ,ENTP,94520.86,84834.96,Success
ESTP,ISTP,36876.56,37136.71,Success
ISFP,INFJ,43117.54,40935.63,Failure
ISFJ,ISFJ,30732.42,57357.59,Failure
ESFJ,INFP,41457.03,64849.35,Success
INTP,ESTJ,99967.47,51278.7,Success
ESFJ,ENTP,45968.72,51552.02,Success
ISTJ,ESFP,35709.38,46701.69,Failure
INFJ,INFP,89678,40074.24,Success
ENTJ,INTP,61534.94,84553.93,Success
INTJ,INFJ,94229.55,86516.86,Success
ESFJ,ENTP,38215.17,40789.91,Failure
ESFP,ENFP,48820.55,90943.52,Success
ESFJ,ISFP,46492.36,78341.01,Failure
ENTP,ENTP,81682.56,30422.97,Failure
INFP,ESFJ,94367.94,77617.18,Success
ENTP,ISTP,68884.43,62752.33,Failure
ENTJ,ENFP,48173.13,88908.35,Success
ENTJ,ENTP,61148.22,85289.39,Success
ESTJ,INFJ,31404.9,64337.03,Failure
ISTP,INFJ,31424.5,66822.14,Failure
ISFJ,ENTJ,79009.43,81489.28,Success
ESTP,ENFJ,67288.84,85759.63,Success
ENFJ,INFJ,91353.07,87541.81,Success
ESTJ,ESTP,96047.68,92057.36,Failure
INTP,ESTJ,57261.5,36285.51,Success
ESTP,INFP,67121.1,44383.86,Success
INFP,INFP,42635.13,35429.11,Success
INTJ,INTJ,77411,39570.2,Failure
INTJ,ISFP,54307.02,94927.68,Success
ESTJ,ENFJ,61818.95,78307.32,Success
ENTJ,INTP,87429.26,38041.77,Success
ESFP,ESTP,54258.76,34119.26,Failure
ESTP,ISFJ,94137.84,92787.78,Success
INFJ,ISTP,84146.01,51696.3,Failure
ENTP,INTP,73304.02,31678.88,Failure
ESTJ,ENFJ,89387.96,52412.97,Success
ESTP,ISTP,88420.95,82028.07,Failure
ENFP,ESFP,32737.95,54172.54,Success
INFP,ESFP,46826.02,71432.03,Failure
ISTP,ENTP,31571.95,55040.53,Success
ESTJ,ISFJ,81759.48,49737.67,Success
ENFP,ISTP,83581.2,93943.69,Failure
INTJ,INFJ,88387.83,84045.15,Failure
ISFP,ISFP,96616.92,87983.48,Success
ISFP,ESTJ,39997.86,38018.03,Failure
ESFP,ISFJ,57772.01,30407.49,Success
ESTP,ESFP,66100.85,65576.93,Success
ESTJ,ESFP,69237.87,60421.6,Failure
ESTP,ISTP,80491.51,98540.01,Failure
ESFP,ENFJ,94125.81,87469.51,Failure
ESFJ,ISTJ,64750.2,45731.62,Success
ISFP,ENTJ,96805.13,74621.87,Success
ENFJ,ENTP,53136.83,37574.24,Failure
INTJ,INFJ,48250.98,70299.5,Failure
ESFP,ESTP,98427.07,65073.75,Success
INTP,ESTP,72346.94,60069.15,Success
ENFP,ESTJ,65432.61,98461.84,Failure
ISTP,ISFP,51265.99,39218.68,Failure
ESTP,ENFP,64190.44,81441.75,Success
INFP,ISTJ,58774.97,65558.03,Failure
INTJ,ISTJ,47744.47,98246.53,Failure
ESFJ,INFJ,66766.41,89464.69,Success
INTP,INFP,57813.52,43068.57,Failure
INFP,ISFP,85683.63,43402.75,Failure
ISTJ,ENTJ,34021.85,30883.06,Success
ISFP,ESTJ,88527.79,61603.75,Failure
ESTP,ENFJ,66810.82,94042.09,Failure
ENTP,ESFP,39048.21,37557.6,Success
ENTP,INTP,92800.51,35184.98,Success
INTJ,ISFJ,80085.73,48505.33,Success
ENFP,ESFP,42673.42,33013.75,Failure
ESTJ,INTJ,94755.48,47366.94,Failure
INTP,ISFP,45594.42,63417.92,Success
ENTJ,ISTP,63804.89,35308.92,Failure
ESTJ,ENFJ,90317.16,98181.15,Failure
ENFJ,ISFP,68986.49,57871.28,Failure
