"DJ","Music","Day","Attendance","Rating"
"Ania","Jazz","Saturday",161,1
"Blue","Jazz","Saturday",79,2.5
"Blue","Techno","Thursday",100,2.5
"Ania","Jazz","Saturday",167,2
"Ania","HipHop","Friday",90,2.5
"Monique","Jazz","Thursday",192,2.9
"Mski","Techno","Friday",179,3.7
"Mski","Rock","Thursday",50,2
"Blue","Techno","Friday",104,2.6
"Brejcha","Techno","Saturday",49,1.6
"Monique","Jazz","Saturday",63,4
"Brejcha","HipHop","Saturday",67,2.4
"Brejcha","Techno","Thursday",52,1.8
"Monique","Techno","Friday",49,3.6
"Ania","HipHop","Saturday",164,3.6
"Brejcha","Rock","Thursday",183,2.4
"Mski","Rock","Saturday",24,4.2
"Brejcha","HipHop","Thursday",26,1.3
"Ania","Rock","Saturday",78,1.5
"Blue","Jazz","Friday",101,4.1
"Brejcha","Jazz","Saturday",160,3.2
"Monique","HipHop","Friday",29,1.7
"Ania","HipHop","Saturday",193,2.8
"Blue","Techno","Thursday",40,1
"Ania","Jazz","Saturday",85,2.3
"Ania","Jazz","Friday",49,2.8
"Ania","HipHop","Saturday",188,2
"Brejcha","Jazz","Saturday",166,2.6
"Blue","Techno","Saturday",164,4.1
"Ania","Rock","Friday",177,3
"Ania","Rock","Friday",107,3.5
"Ania","HipHop","Friday",122,1
"Ania","Jazz","Saturday",198,3.8
"Mski","Rock","Saturday",53,1.9
"Brejcha","Techno","Friday",168,4.3
"Mski","Rock","Friday",100,1
"Mski","Jazz","Thursday",124,2.8
"Mski","Jazz","Saturday",76,1.7
"Mski","Techno","Thursday",134,4.7
"Monique","Techno","Friday",79,3.7
"Mski","Rock","Friday",22,4.5
"Monique","Rock","Friday",70,4.5
"Brejcha","Rock","Friday",37,2.7
"Blue","Jazz","Saturday",92,3.4
"Monique","Jazz","Saturday",177,1.2
"Monique","Rock","Saturday",123,1.8
"Brejcha","Rock","Saturday",23,3.2
"Monique","Techno","Friday",180,3.5
"Ania","Techno","Friday",71,1.7
"Mski","Jazz","Thursday",47,3.3
"Monique","Techno","Thursday",192,1.8
"Monique","HipHop","Friday",122,3.5
"Ania","Rock","Thursday",31,4.2
"Ania","Techno","Thursday",130,1.4
"Blue","Jazz","Thursday",89,3.2
"Monique","Jazz","Friday",32,1.8
"Blue","Rock","Thursday",81,1.6
"Brejcha","HipHop","Saturday",118,2.6
"Ania","Techno","Saturday",137,2.2
"Brejcha","Rock","Friday",94,3.6
"Monique","Jazz","Saturday",170,4.9
"Brejcha","Rock","Saturday",200,4.2
"Brejcha","Techno","Thursday",162,1.8
"Brejcha","HipHop","Thursday",148,1
"Ania","Jazz","Thursday",117,3.2
"Mski","Techno","Thursday",191,3.6
"Brejcha","Rock","Saturday",123,4.3
"Brejcha","Jazz","Thursday",197,2.3
"Mski","Rock","Thursday",21,4.8
"Ania","Techno","Friday",102,2.1
"Brejcha","Rock","Friday",151,2.6
"Brejcha","Jazz","Friday",180,2.2
"Ania","Jazz","Thursday",52,5
"Blue","HipHop","Friday",54,2.9
"Monique","Techno","Friday",74,4.8
"Mski","Techno","Thursday",137,2.8
"Ania","HipHop","Friday",96,2.1
"Brejcha","Rock","Saturday",87,3.1
"Mski","Jazz","Friday",120,2.8
"Monique","Techno","Friday",92,4.7
"Brejcha","HipHop","Friday",77,1.3
"Blue","Techno","Friday",112,2.8
"Brejcha","Techno","Saturday",37,4.3
"Mski","Techno","Friday",178,3.3
"Mski","Jazz","Saturday",148,3.2
"Blue","HipHop","Friday",38,2
"Monique","Techno","Thursday",108,4
"Mski","Jazz","Friday",189,4.4
"Brejcha","Techno","Friday",192,2.7
"Monique","Rock","Friday",167,1.9
"Blue","Techno","Thursday",180,4.5
"Ania","HipHop","Saturday",145,3
"Brejcha","Rock","Thursday",31,1.4
"Brejcha","HipHop","Friday",183,2
"Monique","Jazz","Friday",141,4.7
"Blue","Jazz","Saturday",102,4.2
"Monique","Jazz","Saturday",55,2.7
"Mski","HipHop","Saturday",43,3.4
"Brejcha","Jazz","Saturday",50,3.5
"Monique","HipHop","Thursday",200,4.9
"Monique","HipHop","Thursday",20,1
"Ania","Rock","Friday",70,2.1
"Blue","HipHop","Saturday",87,1.3
"Ania","Jazz","Saturday",59,4.5
"Mski","Techno","Thursday",26,2
"Brejcha","Jazz","Thursday",95,2.1
"Monique","Jazz","Saturday",160,1.8
"Ania","HipHop","Saturday",43,1.8
"Mski","Jazz","Friday",53,3.9
"Mski","Jazz","Saturday",153,2
"Brejcha","Techno","Friday",139,3.6
"Mski","Jazz","Friday",72,1.8
"Mski","HipHop","Saturday",170,1.6
"Monique","Rock","Friday",106,2.2
"Blue","Jazz","Friday",87,3
"Mski","Jazz","Friday",155,3.6
"Monique","Rock","Saturday",75,3
"Blue","HipHop","Thursday",160,1.6
"Monique","Jazz","Saturday",22,2.7
"Ania","Jazz","Friday",162,3.8
"Monique","Rock","Saturday",143,2.3
"Brejcha","HipHop","Thursday",137,1.8
"Brejcha","Techno","Thursday",123,4.8
"Mski","Jazz","Thursday",62,4.5
"Brejcha","Techno","Thursday",24,1.4
"Monique","Jazz","Saturday",139,2.5
"Mski","Jazz","Saturday",42,2.3
"Blue","Techno","Friday",104,2.6
"Monique","Rock","Saturday",43,1.2
"Mski","Rock","Thursday",21,4.8
"Ania","Techno","Thursday",33,4.6
"Mski","HipHop","Thursday",106,4.5
"Blue","Techno","Saturday",68,1.7
"Ania","Techno","Thursday",155,4.2
"Brejcha","HipHop","Thursday",75,2.1
"Monique","Techno","Friday",79,1.4
"Ania","Jazz","Saturday",65,3.2
"Ania","Jazz","Friday",110,4.6
"Brejcha","HipHop","Saturday",197,1.3
"Mski","Techno","Thursday",154,4.1
"Mski","Jazz","Thursday",176,4.5
"Brejcha","Rock","Saturday",162,1.4
"Ania","HipHop","Thursday",123,4.3
"Brejcha","Jazz","Thursday",59,1.4
"Ania","Jazz","Saturday",162,1.4
"Brejcha","HipHop","Saturday",148,4.7
"Mski","HipHop","Thursday",86,1.5
"Blue","Rock","Thursday",23,4.7
"Monique","Rock","Saturday",108,3.8
"Blue","Rock","Saturday",56,3.6
"Mski","Jazz","Friday",162,4.8
"Monique","Techno","Thursday",111,3.6
"Blue","Rock","Saturday",125,3.7
"Mski","Jazz","Thursday",138,4.8
"Ania","Techno","Thursday",173,4.3
"Brejcha","Jazz","Thursday",193,1.3
"Blue","HipHop","Friday",34,4.7
"Brejcha","HipHop","Saturday",200,3
"Ania","Jazz","Friday",181,1.2
"Monique","Jazz","Friday",98,2.7
"Brejcha","Techno","Thursday",149,3.6
"Monique","Techno","Friday",25,3.7
"Ania","HipHop","Thursday",95,4.4
"Ania","Jazz","Thursday",83,2.3
"Mski","HipHop","Friday",27,1.1
"Brejcha","Techno","Friday",181,3.8
"Mski","HipHop","Thursday",43,3.5
"Monique","Rock","Thursday",174,3
"Blue","Techno","Friday",156,3.9
"Blue","Techno","Saturday",92,2.3
"Blue","Jazz","Thursday",88,3.1
"Brejcha","HipHop","Friday",101,4.8
"Monique","Techno","Friday",41,3.3
"Ania","Jazz","Friday",158,1.2
"Brejcha","Rock","Friday",122,3.4
"Mski","Rock","Friday",33,3
"Blue","HipHop","Saturday",188,5
"Brejcha","HipHop","Friday",28,1.7
"Mski","Rock","Thursday",40,2.5
"Monique","Rock","Friday",102,2.2
"Blue","Jazz","Saturday",50,1
"Brejcha","Techno","Thursday",156,4.5
"Brejcha","HipHop","Saturday",150,1.1
"Blue","Jazz","Thursday",110,4.8
"Blue","Jazz","Thursday",59,1.4
"Brejcha","HipHop","Friday",161,1.4
"Blue","Rock","Thursday",90,3.8
"Blue","HipHop","Thursday",176,3.9
"Ania","Rock","Thursday",104,1.5
"Blue","HipHop","Saturday",149,1.1
"Monique","HipHop","Friday",160,4
"Ania","Rock","Thursday",198,1
"Ania","HipHop","Friday",144,3.7
"Ania","HipHop","Saturday",126,1.7
"Mski","Jazz","Friday",75,4.2
"Monique","Rock","Friday",130,3.3
