Education,Income,Own_Home,Debt,CarValue,Loan
"College","151682.97","No","472116.56","4336.21","No"
"College","179329.94","Yes","400330.81","44587.00","No"
"Vocational","147103.54","Yes","199947.19","21056.15","No"
"Primary","103225.82","No","256476.88","9688.93","No"
"Primary","135657.30","No","65961.04","10304.60","No"
"Primary","105842.50","No","259218.62","5412.58","No"
"Primary","191432.55","Yes","358816.31","34004.66","No"
"College","113778.54","No","409981.35","22387.03","Yes"
"Primary","150434.15","No","470588.71","19309.18","No"
"Vocational","43219.87","No","103809.31","2184.68","Yes"
"Vocational","82328.15","No","483420.01","31741.49","Yes"
"College","116898.63","No","368470.99","49472.60","No"
"Vocational","91677.05","Yes","388389.44","24738.49","No"
"Primary","126073.79","Yes","137896.56","5155.31","Yes"
"Vocational","126502.26","Yes","401011.80","31447.24","Yes"
"Primary","105341.95","Yes","445616.50","8264.54","No"
"Primary","133200.85","No","291215.90","45894.52","Yes"
"Primary","126427.64","No","390072.37","44080.26","Yes"
"College","71263.47","No","151756.65","47132.39","No"
"Vocational","158834.66","Yes","447569.18","12516.27","Yes"
"Primary","107450.53","Yes","399050.73","39366.75","Yes"
"Vocational","41988.04","No","61920.30","2906.94","No"
"Vocational","55839.10","No","47338.07","44190.45","No"
"Primary","30286.77","No","379358.53","29511.78","No"
"College","141044.64","No","413942.47","12893.29","Yes"
"College","154174.28","No","270024.32","39200.16","No"
"Primary","196333.15","Yes","354113.44","27399.90","Yes"
"Vocational","157662.54","Yes","144863.91","25060.79","Yes"
"Vocational","41772.04","No","206046.17","43538.30","Yes"
"College","54969.70","No","268920.76","9565.39","Yes"
"Primary","171855.57","No","49041.21","49673.09","Yes"
"Vocational","38403.50","No","296901.94","37242.54","Yes"
"Vocational","49292.21","No","408318.15","17789.86","No"
"Primary","198379.05","Yes","455669.88","32129.10","No"
"College","68061.17","No","250066.79","19559.88","Yes"
"Primary","119004.85","Yes","62625.53","29710.32","Yes"
"Vocational","156189.11","Yes","383949.56","49756.63","No"
"Vocational","89584.36","No","421311.47","48138.46","Yes"
"Vocational","146006.07","Yes","380356.94","24728.07","No"
"Vocational","181334.27","Yes","360963.61","7067.13","No"
"Vocational","31276.82","No","127035.26","18754.06","Yes"
"Primary","196104.22","No","199143.28","16215.30","No"
"Vocational","75383.10","Yes","460948.62","14519.96","No"
"Vocational","80781.18","No","193958.11","42498.22","No"
"Vocational","150970.97","No","279960.53","41844.42","Yes"
"Primary","52457.93","No","329284.29","36436.46","Yes"
"College","137437.10","Yes","161449.16","43883.48","Yes"
"College","121661.04","No","78047.87","19531.53","No"
"Primary","102019.06","No","287654.98","43871.59","Yes"
"College","65309.14","No","287628.46","46317.63","No"
"Primary","138665.68","No","339668.17","2701.09","Yes"
"Vocational","34597.40","Yes","422000.18","47150.75","No"
"Primary","126727.86","No","403851.81","17809.73","No"
"Vocational","62964.88","No","425117.73","15041.99","No"
"Vocational","50705.03","Yes","335521.94","45945.23","No"
"Primary","164337.82","No","261844.71","44496.68","Yes"
"College","117296.67","No","425362.19","3203.20","No"
"College","52929.98","No","326230.33","29734.43","Yes"
"College","112362.53","No","127789.75","42269.90","No"
"College","150968.36","No","398780.96","24816.86","Yes"
"Primary","137918.86","No","458221.88","47035.75","Yes"
"College","145145.33","Yes","112010.18","26838.27","Yes"
"College","168410.11","Yes","430722.93","21729.17","Yes"
"Primary","158573.97","Yes","456132.59","43055.56","No"
"Primary","80664.35","No","304557.78","36450.62","Yes"
"Primary","36365.50","Yes","71613.17","47422.09","Yes"
"Primary","66070.58","No","397712.35","48138.52","Yes"
"Primary","154545.01","Yes","187500.20","1905.46","Yes"
"College","80279.56","No","76838.80","45514.71","No"
"Vocational","90472.02","Yes","191076.63","47004.97","No"
"Vocational","169896.75","Yes","345787.04","2783.47","No"
"College","171135.28","Yes","392043.28","3556.05","No"
"Vocational","92380.47","No","135881.87","26538.35","No"
"Vocational","149993.12","No","467534.91","10242.38","Yes"
"Primary","131834.45","Yes","53155.08","33528.48","Yes"
"Vocational","127654.65","No","98754.40","4797.25","No"
"Vocational","177638.71","No","108442.84","18544.08","Yes"
"Vocational","136821.12","No","355012.20","36501.77","Yes"
"College","197450.60","Yes","70207.45","44645.79","Yes"
"Vocational","186919.18","Yes","463899.83","44811.54","No"
"Primary","154024.09","Yes","213249.11","39058.63","No"
"Primary","68729.44","No","81365.02","49953.64","Yes"
"College","124616.67","No","493903.59","18611.33","No"
"Primary","124492.43","No","268204.76","33509.31","No"
"Primary","80115.50","Yes","179398.34","36231.95","No"
"College","102646.98","No","496312.49","49040.19","Yes"
"Vocational","94711.92","No","96939.33","42696.11","No"
"Primary","172850.86","Yes","347975.43","33427.76","Yes"
"Vocational","192568.89","No","376588.29","21049.45","Yes"
"Vocational","140461.76","Yes","48117.07","10246.13","No"
"Primary","118824.28","No","466108.32","6075.70","No"
"Vocational","38680.55","No","83457.30","38291.64","Yes"
"College","168559.94","No","231305.88","19916.97","Yes"
"Vocational","100296.32","No","198113.22","37366.67","Yes"
"Vocational","45070.68","No","198553.45","10937.56","Yes"
"Primary","144780.63","Yes","242621.98","25091.78","No"
"Primary","84135.44","Yes","35785.95","48040.31","No"
"College","117222.83","No","447185.36","4283.28","Yes"
"College","186545.32","Yes","237609.40","28841.58","No"
"College","147487.85","Yes","311015.52","14585.73","No"
"Primary","104605.90","Yes","96922.08","18037.85","Yes"
"College","32041.67","Yes","129660.40","8489.46","Yes"
"Vocational","127247.82","No","391610.81","48768.39","Yes"
"Vocational","88705.73","No","64486.81","41359.14","No"
"Vocational","30086.48","Yes","6178.06","6695.54","Yes"
"Primary","32115.67","Yes","280106.97","22290.37","Yes"
"College","96717.47","No","280043.52","35076.44","Yes"
"Vocational","81463.75","Yes","220710.80","16029.77","Yes"
"Primary","189007.96","Yes","308233.83","3487.29","No"
"Vocational","95479.28","Yes","255152.11","8131.81","No"
"Vocational","169341.27","No","121448.14","48483.40","Yes"
"Vocational","30009.69","Yes","209502.27","40061.06","Yes"
"College","164525.31","No","439845.65","30445.25","Yes"
"Vocational","120705.78","No","405988.89","41066.71","No"
"Vocational","46937.51","Yes","39700.08","21767.30","Yes"
"College","41347.44","No","377587.54","35632.66","Yes"
"Primary","112205.66","No","197653.74","13921.42","Yes"
"Primary","156753.96","Yes","250902.28","36826.28","No"
"Vocational","47053.68","Yes","51584.75","21870.31","No"
"College","143119.22","Yes","481540.00","27260.66","Yes"
"College","53359.02","Yes","96491.21","42294.95","Yes"
"College","101694.50","No","64392.04","37598.23","No"
"Primary","179396.76","No","382531.53","14472.62","No"
"Primary","156141.46","Yes","478619.68","45150.12","No"
"Vocational","97013.83","No","476406.68","25307.89","No"
"Vocational","172815.92","Yes","109026.81","35113.28","No"
"College","146755.29","Yes","85106.28","6997.13","Yes"
"Vocational","53961.30","Yes","314094.46","19422.55","No"
"Vocational","149365.05","No","446573.50","44432.78","No"
"Primary","126827.14","Yes","297322.91","21241.53","Yes"
"College","40514.99","No","431887.72","7675.85","No"
"Vocational","35088.55","Yes","245501.34","24508.12","No"
"Vocational","57731.06","No","414625.76","5868.65","No"
"Primary","169887.91","Yes","412919.45","32843.38","No"
"Primary","183639.34","No","395471.48","15019.51","Yes"
"College","165044.31","No","422800.07","31420.42","No"
"Vocational","91464.17","No","377273.06","31025.16","Yes"
"Primary","48741.37","No","494165.83","25526.19","No"
"Vocational","68265.72","Yes","485038.34","25211.64","No"
"Vocational","85658.28","No","87858.39","33048.91","Yes"
"Primary","35187.67","Yes","343825.84","20414.14","Yes"
"College","114239.61","No","305427.55","38578.77","Yes"
"Primary","96862.19","Yes","230238.77","37273.08","Yes"
"Vocational","33874.34","No","498960.14","13152.85","No"
"Vocational","71610.90","No","124576.94","29636.03","No"
"Vocational","59297.80","No","174335.38","46772.10","Yes"
"College","103248.63","Yes","121309.51","3928.34","Yes"
"Primary","122626.35","Yes","349955.59","4738.33","Yes"
"College","94850.54","No","45918.71","5484.90","No"
"Primary","69742.50","Yes","29571.57","37800.42","No"
"College","90622.54","Yes","472500.05","20998.77","No"
"Vocational","162903.33","Yes","220332.27","39588.73","No"
"Vocational","83402.56","No","150532.61","42758.93","Yes"
"Primary","191854.22","Yes","231098.38","33973.00","No"
"Primary","186378.19","No","365112.09","27707.30","No"
"College","94071.94","Yes","237578.08","9348.06","Yes"
"College","190923.98","Yes","100302.60","48040.16","Yes"
"Vocational","59153.51","No","487109.65","37253.27","Yes"
"Primary","50893.50","Yes","247550.19","5257.36","Yes"
"Vocational","105246.34","No","102151.21","29924.30","Yes"
"Vocational","159988.15","No","301523.93","45371.17","No"
"Vocational","86808.40","Yes","344288.53","25888.89","No"
"College","150282.89","Yes","440666.31","17797.76","No"
"Vocational","103401.71","No","144192.05","43245.11","No"
"Primary","153626.10","No","99623.42","4249.00","No"
"College","166333.62","No","62782.16","36974.26","Yes"
"Primary","96391.82","Yes","378091.35","33353.75","Yes"
"Primary","144130.67","Yes","80538.93","7809.43","No"
"Primary","144054.74","No","336205.02","45278.44","Yes"
"Primary","47140.72","Yes","285650.10","6323.49","Yes"
"Primary","193805.81","Yes","426046.84","4253.17","No"
"College","60757.18","No","157623.14","20703.57","No"
"Primary","197606.76","No","312745.04","22297.00","No"
"Primary","94295.24","Yes","303476.90","17745.99","No"
"Vocational","97025.35","No","254479.39","12925.91","No"
"Vocational","118015.41","No","245691.70","36075.72","No"
"Vocational","71482.06","No","217083.65","48457.56","No"
"Primary","76275.94","Yes","73496.52","2237.10","No"
"College","59526.87","No","257591.34","28973.10","Yes"
"Primary","127217.73","Yes","392017.71","35127.78","Yes"
"College","190694.37","Yes","345527.02","19376.36","No"
"Primary","123000.94","No","250371.89","17210.85","No"
"Vocational","117088.42","Yes","455725.90","35851.72","Yes"
"Vocational","54504.54","Yes","166168.08","880.67","Yes"
"College","139728.23","No","183954.04","2869.00","No"
"College","101925.83","Yes","471301.99","29245.93","No"
"Vocational","48386.25","Yes","331341.57","5434.78","No"
"Vocational","64195.53","No","362081.22","27379.57","Yes"
"College","120992.57","Yes","412858.13","27088.52","Yes"
"College","61732.44","No","407253.19","25988.96","No"
"Vocational","159696.46","No","273610.31","36152.75","Yes"
"College","131420.66","No","218952.12","33670.15","No"
"Vocational","172644.44","No","301759.55","34255.81","Yes"
"Vocational","125553.09","No","444106.06","35432.94","Yes"
"Vocational","40164.17","No","354870.17","38569.74","Yes"
"College","30797.91","No","236817.27","34462.43","No"
"College","183228.77","Yes","42881.20","25906.60","Yes"
"College","173609.54","No","265889.83","37309.84","Yes"
"Primary","105748.51","No","403636.38","10340.43","No"
"College","41971.01","No","81731.22","20316.05","Yes"
"College","197861.89","Yes","376598.70","48105.20","Yes"
"College","103413.32","Yes","442083.01","1873.82","Yes"
"Vocational","57173.77","Yes","329174.12","41495.27","No"
"Primary","116709.27","No","353276.09","6303.70","Yes"
"Primary","113280.59","Yes","104978.86","19894.69","No"
"Primary","38714.13","No","304797.81","14826.08","Yes"
"Vocational","38864.71","Yes","99398.49","15034.61","No"
"College","94635.02","No","360637.34","4946.48","Yes"
"Vocational","166229.96","Yes","85476.59","16540.31","Yes"
"Vocational","185359.86","No","378543.14","55.71","Yes"
"Primary","102627.22","Yes","341414.70","8827.72","Yes"
"Vocational","146284.76","No","8563.16","34005.71","No"
"Vocational","78357.65","No","399527.84","12852.88","No"
"College","174171.94","No","33178.24","9668.98","No"
"Vocational","188165.91","Yes","70608.03","43285.85","No"
"Primary","110174.45","No","94784.29","27675.80","Yes"
"College","187444.24","No","370532.28","15013.01","Yes"
"Primary","147186.05","No","422290.40","8499.10","No"
"Vocational","145150.70","No","16079.78","20895.35","No"
"Primary","122007.44","No","269188.48","26605.80","Yes"
"College","142924.72","No","494945.42","22226.63","No"
"College","118883.65","No","427682.90","27679.64","Yes"
"Vocational","40872.02","Yes","94906.36","7154.34","Yes"
"College","34686.96","Yes","412527.40","3564.58","No"
"College","191882.49","Yes","387945.76","18757.79","No"
"Primary","124977.29","No","195293.65","20755.68","No"
"Vocational","77233.62","Yes","126460.48","29904.91","No"
"Primary","84730.94","Yes","300138.68","32059.13","Yes"
"College","122268.92","Yes","437666.45","35407.58","No"
"Primary","142830.72","No","282841.70","399.00","Yes"
"College","90881.83","No","251930.46","20062.72","No"
"Primary","66301.83","No","464004.43","30010.44","No"
"Vocational","137349.67","No","330838.03","23629.79","No"
"College","199456.87","No","13789.70","18745.73","No"
"Primary","99297.63","Yes","25055.76","37583.26","Yes"
"Vocational","145483.22","No","6113.77","43808.01","Yes"
"Vocational","158130.94","Yes","196219.69","22575.41","Yes"
"Vocational","149804.61","Yes","440505.89","20757.70","Yes"
"Primary","134191.73","No","381033.03","23289.65","No"
"Primary","117140.72","No","282599.12","22129.24","No"
"Vocational","176613.72","Yes","104319.47","49310.24","Yes"
"Primary","130773.67","No","287340.11","7039.98","No"
"Primary","143160.21","No","185710.30","26779.09","Yes"
"College","47302.69","No","285667.82","1206.59","Yes"
"Vocational","85608.84","No","484335.39","19429.66","No"
"Vocational","86737.94","Yes","79898.89","22160.50","Yes"
"Primary","159727.27","No","175207.66","14168.60","Yes"
"Primary","67750.10","Yes","138122.96","18546.63","Yes"
"College","153284.76","Yes","324402.31","1222.67","Yes"
"College","188487.72","Yes","477815.86","24897.61","Yes"
"Primary","121318.24","Yes","233567.32","1915.22","Yes"
"Primary","121007.81","Yes","287137.20","33244.76","No"
"Primary","123600.19","Yes","455569.02","12188.02","Yes"
"Vocational","71706.00","No","116917.34","31705.40","No"
"College","125674.85","Yes","27266.63","48011.93","Yes"
"Primary","45199.42","No","245966.06","47488.51","Yes"
"Primary","138742.85","Yes","54901.68","36449.97","Yes"
"Vocational","69705.57","No","299546.46","46887.30","Yes"
"College","163941.40","No","424535.84","39285.25","Yes"
"Vocational","84493.56","No","98161.82","14344.10","Yes"
"College","39973.11","No","227707.04","23205.26","No"
"Vocational","120677.34","No","391967.33","49905.76","No"
"Primary","132361.30","Yes","417512.93","1939.16","Yes"
"College","170981.36","No","226580.83","33962.15","Yes"
"Vocational","159215.39","No","174996.71","7494.20","Yes"
"College","50004.15","Yes","266383.96","23720.08","Yes"
"Vocational","109296.79","No","38439.05","537.19","No"
"College","77194.69","Yes","182631.53","35016.85","Yes"
"Vocational","155970.99","No","382866.41","4308.17","No"
"Primary","154659.34","Yes","292268.31","11200.13","Yes"
"Primary","153111.89","No","339328.18","15079.30","No"
"Primary","138178.54","No","235513.18","44948.50","No"
"Vocational","131435.07","Yes","51863.45","34909.94","No"
"Vocational","105401.46","Yes","117726.06","17953.44","Yes"
"Primary","99585.86","Yes","148949.80","40914.31","No"
"College","124145.47","No","357082.32","32997.50","No"
"College","89153.61","Yes","105139.06","46727.22","Yes"
"Primary","50051.04","Yes","270645.51","16364.21","Yes"
