Grade,Score,Dozing ,Texting,Asking
F,13.2,Sometimes,Sometimes,Always
F,11,Always,Sometimes,Always
F,36.68,Sometimes,Never,Always
F,21.82,Always,Never,Sometimes
C,77.77,Always,Sometimes,Never
F,38.48,Sometimes,Sometimes,Never
A,95.89,Always,Sometimes,Sometimes
F,48.39,Never,Always,Sometimes
F,47.33,Sometimes,Sometimes,Always
F,26.79,Always,Never,Sometimes
A,96.82,Sometimes,Never,Never
C,73.03,Sometimes,Always,Always
C,76.36,Always,Sometimes,Never
C,76.87,Never,Sometimes,Sometimes
F,22.99,Sometimes,Never,Sometimes
A,92.83,Never,Never,Never
C,71.55,Sometimes,Always,Sometimes
F,34.91,Always,Sometimes,Always
C,67.04,Never,Never,Never
B,83.46,Never,Never,Sometimes
F,2.72,Sometimes,Sometimes,Always
F,18.33,Sometimes,Always,Never
D,56.12,Never,Always,Never
F,25.57,Always,Always,Never
F,1.9,Always,Sometimes,Never
B,81.01,Always,Always,Always
A,97.28,Never,Sometimes,Sometimes
F,7.99,Never,Never,Always
D,63.49,Sometimes,Never,Always
D,53.85,Never,Never,Always
F,48.32,Sometimes,Never,Never
F,24.16,Never,Never,Sometimes
B,89.4,Always,Always,Sometimes
F,9.45,Never,Sometimes,Always
A,97.02,Never,Always,Never
F,48.58,Never,Always,Sometimes
F,35.52,Never,Never,Sometimes
F,20.5,Always,Sometimes,Never
F,44.24,Never,Sometimes,Always
D,56.6,Always,Never,Sometimes
B,83.91,Sometimes,Never,Always
F,0.62,Always,Sometimes,Sometimes
B,84.31,Sometimes,Never,Always
D,51.07,Sometimes,Sometimes,Always
D,51.53,Sometimes,Never,Never
D,62.88,Never,Never,Never
F,38.46,Sometimes,Sometimes,Always
D,50.81,Always,Always,Never
A,98.25,Never,Always,Always
F,15.55,Always,Always,Never
F,19.09,Sometimes,Never,Sometimes
D,55.2,Always,Sometimes,Never
C,71.55,Never,Sometimes,Always
B,82.04,Sometimes,Sometimes,Always
A,92.63,Sometimes,Never,Always
F,25.4,Always,Never,Never
C,64.23,Never,Sometimes,Never
F,13.54,Never,Never,Always
F,13.09,Sometimes,Sometimes,Always
D,50.32,Sometimes,Never,Sometimes
C,77.19,Sometimes,Sometimes,Sometimes
F,20.63,Always,Never,Never
A,90.05,Never,Sometimes,Never
F,23,Never,Never,Never
F,15.05,Always,Sometimes,Always
A,96.62,Never,Never,Sometimes
F,42,Never,Never,Always
F,7.03,Sometimes,Always,Sometimes
F,27.58,Always,Never,Never
B,80.23,Sometimes,Always,Never
F,5.56,Never,Never,Always
A,95.65,Always,Sometimes,Never
D,52.19,Sometimes,Never,Never
F,17.21,Never,Sometimes,Never
F,0.42,Always,Sometimes,Always
C,79.17,Sometimes,Never,Sometimes
D,55.12,Never,Never,Sometimes
F,8.97,Never,Sometimes,Always
D,53.15,Never,Always,Sometimes
A,91.37,Always,Always,Sometimes
D,94.98,Never,Never,Sometimes
F,9.14,Sometimes,Always,Sometimes
F,47.56,Never,Sometimes,Always
C,72.43,Sometimes,Never,Never
A,93.93,Sometimes,Never,Sometimes
A,93.46,Never,Sometimes,Always
C,77.76,Always,Always,Sometimes
A,86.41,Never,Always,Always
F,29.13,Never,Always,Never
C,75.21,Always,Sometimes,Never
C,66.24,Always,Never,Sometimes
F,47.41,Never,Sometimes,Sometimes
A,92.41,Never,Always,Never
F,27.59,Always,Never,Sometimes
F,37.01,Never,Sometimes,Never
A,91.18,Sometimes,Never,Sometimes
F,27.11,Never,Sometimes,Always
F,47.85,Sometimes,Never,Always
A,91.73,Sometimes,Sometimes,Never
F,18.33,Never,Never,Sometimes
D,58.35,Always,Always,Never
C,73.52,Never,Always,Always
C,67.42,Always,Never,Never
F,37.65,Sometimes,Sometimes,Never
F,27.61,Always,Never,Sometimes
B,83.44,Never,Never,Sometimes
F,37.66,Always,Always,Always
D,53.74,Never,Always,Never
C,66.85,Sometimes,Sometimes,Sometimes
F,9.31,Sometimes,Sometimes,Never
F,37,Sometimes,Always,Never
A,96.19,Never,Always,Sometimes
A,97.77,Sometimes,Sometimes,Sometimes
A,95.67,Never,Always,Never
C,77.45,Never,Never,Always
B,82.7,Never,Always,Sometimes
C,63.27,Always,Never,Never
F,30.36,Sometimes,Never,Always
F,10.58,Never,Sometimes,Never
C,75.53,Sometimes,Always,Sometimes
C,67.26,Sometimes,Always,Sometimes
F,24.73,Sometimes,Never,Always
F,45.06,Never,Always,Always
F,47.69,Always,Never,Always
F,6.81,Never,Always,Never
F,33.16,Sometimes,Sometimes,Never
C,73.79,Sometimes,Never,Never
F,0.07,Sometimes,Never,Always
D,54.9,Never,Always,Never
F,1.14,Sometimes,Always,Never
D,56.57,Never,Sometimes,Always
F,11.31,Always,Sometimes,Always
F,21.72,Never,Always,Always
A,93.54,Always,Never,Always
C,72.27,Always,Never,Never
C,78.22,Sometimes,Always,Always
F,37.36,Sometimes,Sometimes,Always
C,71.17,Sometimes,Never,Never
F,30.27,Sometimes,Always,Always
F,3.44,Always,Always,Sometimes
C,65.96,Always,Never,Always
C,91.87,Always,Never,Never
B,84.68,Never,Always,Always
F,4.67,Always,Never,Always
D,58.58,Never,Sometimes,Sometimes
D,55.6,Never,Sometimes,Sometimes
F,36.38,Never,Never,Always
F,34.21,Never,Never,Never
F,39.24,Never,Always,Sometimes
F,27.76,Sometimes,Never,Never
C,62.41,Always,Always,Never
C,75.34,Never,Always,Always
D,51.11,Never,Sometimes,Sometimes
F,23.4,Always,Sometimes,Sometimes
F,37.23,Always,Always,Always
C,67.52,Always,Never,Sometimes
F,14.22,Sometimes,Always,Sometimes
A,95.96,Always,Never,Sometimes
C,73.51,Never,Always,Sometimes
F,32.77,Sometimes,Sometimes,Never
F,10.34,Never,Sometimes,Never
B,85.8,Never,Sometimes,Sometimes
D,54.32,Never,Always,Sometimes
B,81.94,Always,Sometimes,Sometimes
F,23.46,Always,Sometimes,Never
C,62.28,Sometimes,Never,Sometimes
F,0.68,Never,Never,Always
F,5.53,Never,Never,Sometimes
F,37.75,Always,Always,Always
C,65.39,Always,Always,Always
B,85.47,Never,Always,Never
A,91.52,Never,Never,Sometimes
A,91.67,Always,Never,Never
C,70.46,Sometimes,Never,Never
C,72.89,Always,Always,Always
F,25.53,Never,Always,Sometimes
C,76.28,Always,Always,Sometimes
F,7.17,Sometimes,Sometimes,Never
F,23.44,Sometimes,Always,Sometimes
D,58.38,Always,Never,Never
C,65.65,Always,Always,Always
B,81.08,Never,Always,Always
D,50.96,Sometimes,Sometimes,Sometimes
F,40.56,Never,Always,Never
A,93.8,Never,Never,Sometimes
F,5.69,Never,Never,Sometimes
F,6.29,Always,Never,Always
C,70.74,Sometimes,Always,Sometimes
D,58.51,Never,Always,Never
D,55.62,Sometimes,Always,Never
F,0.68,Always,Never,Never
C,72.64,Never,Sometimes,Always
C,65.13,Never,Always,Always
C,73.84,Always,Never,Sometimes
F,19.88,Never,Never,Never
C,74.32,Sometimes,Sometimes,Sometimes
F,0.83,Sometimes,Always,Always
A,92.54,Sometimes,Never,Always
F,14.37,Sometimes,Never,Always
F,20.62,Always,Never,Always
B,84.18,Never,Always,Sometimes
D,50.05,Sometimes,Always,Never
C,77.12,Sometimes,Always,Always
F,46.12,Never,Sometimes,Sometimes
B,83.08,Always,Sometimes,Never
A,91.31,Sometimes,Always,Sometimes
F,37.15,Always,Sometimes,Never
D,61.85,Never,Sometimes,Always
A,96.48,Always,Always,Sometimes
B,89.5,Always,Never,Sometimes
A,96.18,Never,Always,Never
D,58.76,Sometimes,Sometimes,Never
A,91.28,Never,Never,Always
C,73.87,Sometimes,Sometimes,Sometimes
F,39.61,Always,Always,Sometimes
D,51.47,Sometimes,Always,Always
F,10.88,Sometimes,Never,Never
A,85.07,Never,Always,Always
C,61.36,Always,Always,Sometimes
B,88.09,Always,Always,Never
F,31.55,Sometimes,Sometimes,Always
F,42.88,Sometimes,Always,Always
D,62.35,Sometimes,Always,Always
D,50.56,Always,Never,Never
C,65.3,Sometimes,Always,Always
F,10.97,Never,Never,Always
C,78.49,Sometimes,Sometimes,Always
F,22.69,Always,Always,Sometimes
A,96.92,Always,Sometimes,Sometimes
A,90.47,Never,Always,Never
F,10.39,Never,Sometimes,Sometimes
A,91.87,Always,Never,Sometimes
F,16.49,Never,Sometimes,Sometimes
C,65.56,Always,Always,Sometimes
F,41.54,Sometimes,Sometimes,Always
F,47.93,Sometimes,Never,Sometimes
C,62.56,Never,Never,Never
D,52.77,Never,Always,Sometimes
F,26.12,Never,Always,Sometimes
F,7.95,Sometimes,Never,Always
F,6.52,Sometimes,Always,Never
F,19.33,Never,Never,Sometimes
F,47.88,Always,Sometimes,Never
F,42.97,Always,Sometimes,Always
B,83.98,Always,Never,Never
F,4.84,Sometimes,Sometimes,Never
A,95.99,Sometimes,Always,Never
C,68.08,Sometimes,Always,Sometimes
D,57.36,Always,Never,Never
F,34.65,Never,Never,Always
C,77.64,Sometimes,Sometimes,Never
A,85.16,Sometimes,Sometimes,Always
D,58.09,Sometimes,Always,Never
F,47.55,Never,Always,Sometimes
C,76.57,Sometimes,Sometimes,Always
F,17.72,Always,Never,Sometimes
F,36.19,Always,Always,Always
A,92.51,Always,Always,Sometimes
F,3.37,Always,Always,Never
C,61.64,Never,Sometimes,Never
F,6.31,Always,Always,Always
C,73.96,Never,Always,Always
F,9.42,Never,Always,Sometimes
D,57.87,Always,Always,Always
F,9.18,Always,Never,Never
F,38.37,Always,Never,Never
F,24.4,Always,Always,Always
C,74,Always,Always,Always
F,48.45,Never,Always,Always
D,52.23,Always,Never,Sometimes
F,10.64,Always,Never,Always
A,94.71,Always,Always,Sometimes
A,91.56,Always,Always,Always
C,83.58,Always,Always,Always
C,62.68,Sometimes,Sometimes,Never
B,85.52,Never,Always,Never
F,42.09,Always,Always,Sometimes
C,61.56,Always,Sometimes,Never
C,76.28,Sometimes,Always,Always
F,12.15,Never,Always,Never
D,50.37,Never,Never,Never
F,1.21,Sometimes,Never,Never
F,12.24,Sometimes,Never,Sometimes
C,73.13,Always,Sometimes,Sometimes
A,87.52,Always,Sometimes,Always
F,41.12,Sometimes,Sometimes,Never
F,19.23,Always,Sometimes,Sometimes
F,21.76,Never,Never,Never
F,40.35,Always,Sometimes,Never
F,18.07,Never,Never,Never
F,45.41,Always,Never,Never
F,21.06,Always,Always,Always
D,51.47,Sometimes,Always,Never
B,83.05,Always,Always,Always
F,41.47,Never,Always,Sometimes
F,18.16,Never,Always,Always
F,23.88,Sometimes,Sometimes,Never
F,45.37,Sometimes,Never,Never
A,93.65,Always,Never,Always
F,42.67,Sometimes,Sometimes,Sometimes
C,67.46,Always,Sometimes,Sometimes
C,63.95,Sometimes,Sometimes,Never
F,2.27,Never,Always,Always
D,50.62,Sometimes,Never,Sometimes
D,64.86,Always,Always,Always
D,59.88,Never,Always,Sometimes
A,87.92,Sometimes,Always,Always
F,13.99,Sometimes,Always,Always
D,58.94,Sometimes,Sometimes,Always
D,50.22,Sometimes,Sometimes,Never
F,48.01,Always,Never,Never
B,88.33,Always,Sometimes,Never
C,77.38,Never,Always,Never
F,40.38,Never,Always,Sometimes
A,99.27,Always,Never,Always
F,16.22,Always,Always,Never
F,18.06,Sometimes,Never,Never
C,65.18,Sometimes,Always,Never
D,63.44,Always,Never,Always
F,15.27,Never,Always,Sometimes
D,60.3,Never,Never,Always
F,30.58,Sometimes,Never,Always
F,41.24,Sometimes,Never,Never
C,64.4,Never,Sometimes,Sometimes
F,25.87,Never,Always,Always
C,73.98,Always,Never,Sometimes
F,39.1,Never,Sometimes,Always
D,61.45,Sometimes,Never,Always
F,18.81,Never,Sometimes,Sometimes
F,41.48,Always,Always,Sometimes
D,63.87,Sometimes,Never,Always
F,43.69,Sometimes,Sometimes,Never
F,34.97,Always,Always,Sometimes
F,0.42,Always,Never,Always
A,97.53,Never,Always,Never
A,99.08,Never,Never,Sometimes
A,85.86,Sometimes,Always,Always
F,44.5,Sometimes,Never,Always
C,70.48,Always,Always,Never
C,65.26,Never,Never,Never
F,32.03,Never,Never,Always
F,32.19,Sometimes,Never,Never
F,31.74,Sometimes,Always,Always
F,11.08,Sometimes,Sometimes,Sometimes
F,42.03,Always,Always,Always
B,87.82,Sometimes,Always,Never
C,75.11,Never,Sometimes,Never
B,83.29,Never,Always,Never
C,62.58,Always,Sometimes,Sometimes
F,34.57,Always,Never,Sometimes
C,71.57,Always,Sometimes,Never
F,39.08,Never,Sometimes,Always
F,11.64,Never,Never,Never
C,71.22,Never,Sometimes,Sometimes
F,16.62,Never,Never,Never
F,9.48,Always,Never,Always
F,38.8,Sometimes,Always,Never
F,38,Sometimes,Sometimes,Always
A,92.45,Always,Always,Sometimes
C,73.39,Never,Never,Always
B,81.12,Never,Sometimes,Sometimes
B,82.34,Always,Always,Sometimes
F,6.37,Sometimes,Never,Sometimes
F,14.44,Sometimes,Never,Sometimes
F,29.28,Always,Always,Always
F,14.52,Sometimes,Always,Always
F,46.77,Sometimes,Always,Never
A,96.99,Sometimes,Always,Always
F,3.86,Never,Always,Always
F,26.36,Sometimes,Never,Never
B,81.67,Sometimes,Always,Always
A,91.74,Always,Never,Always
F,28.89,Sometimes,Sometimes,Always
F,19.72,Sometimes,Never,Never
B,88.28,Always,Never,Never
F,17.78,Sometimes,Never,Never
C,70.15,Sometimes,Never,Always
F,7.58,Always,Never,Always
B,88.02,Never,Never,Never
B,86.61,Sometimes,Always,Sometimes
D,57.24,Sometimes,Sometimes,Never
F,37.07,Never,Always,Always
C,76.02,Always,Sometimes,Sometimes
C,66.56,Sometimes,Never,Sometimes
B,88.08,Never,Sometimes,Sometimes
A,95.15,Sometimes,Sometimes,Never
F,31.5,Sometimes,Always,Never
C,72.27,Sometimes,Sometimes,Sometimes
F,8.6,Never,Never,Sometimes
A,99.07,Never,Never,Never
A,94.08,Never,Sometimes,Never
F,23.9,Never,Sometimes,Sometimes
A,98.15,Always,Always,Never
F,7.61,Always,Sometimes,Sometimes
F,22.8,Never,Sometimes,Always
A,85.55,Sometimes,Always,Always
D,51.21,Sometimes,Never,Always
C,60.39,Never,Never,Never
B,86.06,Sometimes,Never,Sometimes
F,35.48,Never,Sometimes,Never
A,92.4,Always,Never,Always
F,2.82,Never,Sometimes,Always
F,39.8,Always,Always,Never
F,16.8,Never,Sometimes,Always
C,63.03,Sometimes,Never,Never
A,96.95,Sometimes,Sometimes,Always
D,62.99,Always,Never,Always
C,66.83,Sometimes,Never,Sometimes
B,82.14,Never,Always,Never
C,65.22,Sometimes,Sometimes,Sometimes
D,56.38,Always,Never,Sometimes
F,47.69,Always,Always,Always
C,65.5,Sometimes,Never,Never
F,47.54,Always,Sometimes,Sometimes
C,78.14,Sometimes,Always,Always
F,11.68,Never,Sometimes,Never
A,85.43,Never,Never,Always
F,28.18,Always,Sometimes,Always
A,98.43,Always,Never,Sometimes
F,14.3,Never,Always,Sometimes
A,88.49,Always,Never,Always
F,28.26,Sometimes,Sometimes,Sometimes
F,37.52,Always,Always,Never
F,0.76,Never,Sometimes,Always
A,90.13,Sometimes,Never,Never
F,20.43,Sometimes,Never,Always
F,4.73,Never,Sometimes,Always
F,48.52,Sometimes,Sometimes,Sometimes
C,63.81,Always,Never,Never
B,85.93,Sometimes,Never,Sometimes
B,82.89,Always,Sometimes,Sometimes
F,49.73,Sometimes,Never,Never
D,60.23,Sometimes,Always,Always
B,80.87,Always,Always,Never
F,38.29,Always,Always,Sometimes
F,48.11,Never,Always,Always
F,9.15,Never,Always,Always
F,39.83,Always,Always,Never
F,14.25,Never,Never,Sometimes
B,86.03,Never,Sometimes,Sometimes
D,54.47,Sometimes,Never,Sometimes
C,69.29,Never,Always,Never
B,84.65,Always,Never,Always
C,78.26,Never,Sometimes,Sometimes
F,16.96,Always,Never,Never
F,31.74,Always,Always,Always
D,53.52,Always,Always,Sometimes
F,2.52,Sometimes,Always,Always
F,29.34,Sometimes,Never,Never
F,18.4,Never,Sometimes,Sometimes
F,20.68,Sometimes,Sometimes,Sometimes
F,17.15,Always,Sometimes,Always
C,68.19,Always,Always,Never
C,67.69,Sometimes,Sometimes,Sometimes
F,7.7,Always,Sometimes,Sometimes
D,56.65,Never,Always,Always
F,15.81,Sometimes,Never,Never
A,91.25,Always,Never,Never
D,56.6,Sometimes,Always,Always
F,29.42,Always,Always,Sometimes
A,95.22,Always,Never,Never
C,73.35,Sometimes,Never,Sometimes
F,18.07,Always,Never,Never
C,65.79,Never,Never,Never
C,75.77,Sometimes,Always,Always
F,7.18,Never,Never,Never
C,71.26,Never,Sometimes,Always
F,8.43,Sometimes,Always,Sometimes
F,6.04,Never,Sometimes,Always
F,23.94,Sometimes,Never,Always
F,12.11,Always,Sometimes,Sometimes
F,25.86,Always,Sometimes,Sometimes
F,40.36,Sometimes,Never,Sometimes
F,47.54,Never,Always,Never
C,61.56,Sometimes,Always,Never
F,16.14,Never,Never,Never
A,90.73,Always,Sometimes,Never
F,11.32,Sometimes,Never,Sometimes
B,82.46,Never,Sometimes,Sometimes
B,83.74,Never,Sometimes,Sometimes
F,14.82,Sometimes,Always,Never
D,52.11,Never,Always,Sometimes
B,86.67,Never,Always,Sometimes
F,10.87,Sometimes,Always,Sometimes
B,82.92,Never,Sometimes,Always
B,84.33,Sometimes,Always,Sometimes
F,45.74,Always,Always,Sometimes
A,92.06,Always,Never,Sometimes
F,24.99,Always,Always,Always
C,69.2,Sometimes,Never,Sometimes
A,94.47,Never,Never,Never
F,17.62,Never,Sometimes,Never
D,55.67,Never,Always,Sometimes
F,16.71,Never,Never,Never
F,7.66,Sometimes,Sometimes,Never
F,4.66,Never,Sometimes,Always
D,53.26,Sometimes,Sometimes,Sometimes
F,33.87,Always,Sometimes,Sometimes
F,48.6,Always,Always,Never
A,90.54,Sometimes,Never,Sometimes
A,86.18,Never,Never,Always
F,34.18,Never,Always,Always
B,83.72,Never,Always,Never
F,14.47,Never,Always,Never
F,9.17,Sometimes,Never,Always
A,92.5,Never,Always,Sometimes
C,64.94,Sometimes,Never,Sometimes
F,14.44,Always,Never,Never
F,14.56,Always,Never,Never
F,40.05,Never,Sometimes,Always
D,59.64,Sometimes,Never,Never
F,32.38,Sometimes,Never,Never
F,37.37,Always,Sometimes,Sometimes
C,71.07,Never,Always,Sometimes
D,53.78,Never,Sometimes,Never
C,60.03,Never,Always,Sometimes
A,91.75,Always,Never,Sometimes
D,61.97,Never,Never,Always
F,16.79,Sometimes,Always,Always
C,73.79,Sometimes,Sometimes,Sometimes
A,97.61,Sometimes,Never,Sometimes
F,8.99,Never,Sometimes,Sometimes
F,21.19,Never,Always,Sometimes
A,98,Never,Never,Sometimes
C,76.08,Always,Always,Never
F,22.43,Always,Never,Sometimes
F,31.04,Never,Sometimes,Always
F,41.38,Always,Never,Never
F,16.71,Sometimes,Always,Always
C,67.8,Sometimes,Sometimes,Always
D,60.43,Always,Sometimes,Always
F,1.17,Sometimes,Always,Sometimes
F,36.96,Always,Always,Never
F,37.81,Always,Sometimes,Sometimes
A,92.91,Sometimes,Always,Sometimes
B,86.91,Never,Never,Never
D,51.36,Never,Always,Always
A,85.1,Never,Always,Always
F,6.68,Always,Sometimes,Always
C,67.2,Never,Always,Always
F,48.09,Sometimes,Never,Always
F,34.37,Never,Always,Sometimes
B,83.89,Sometimes,Never,Never
F,11.89,Sometimes,Sometimes,Always
C,62.93,Never,Sometimes,Never
D,54.55,Never,Sometimes,Always
C,61.91,Always,Sometimes,Never
A,93.6,Never,Sometimes,Sometimes
F,44.98,Always,Never,Always
C,70.86,Sometimes,Sometimes,Sometimes
D,54.76,Sometimes,Never,Always
B,88.62,Always,Always,Sometimes
C,68.35,Always,Always,Sometimes
F,46.55,Always,Always,Always
D,51.18,Never,Sometimes,Always
D,58.16,Never,Sometimes,Sometimes
B,81.83,Sometimes,Sometimes,Never
B,84.85,Never,Always,Sometimes
B,82.97,Never,Never,Never
A,95.56,Sometimes,Never,Never
A,94.11,Sometimes,Never,Sometimes
D,57.9,Sometimes,Sometimes,Never
F,7.13,Sometimes,Sometimes,Sometimes
F,34.84,Always,Always,Never
F,38.79,Sometimes,Never,Sometimes
C,67.83,Always,Always,Always
D,63.16,Never,Sometimes,Always
A,90.46,Never,Always,Never
F,18.82,Never,Never,Never
C,76.83,Sometimes,Always,Sometimes
F,8.42,Always,Never,Sometimes
C,65.2,Always,Always,Always
C,66.58,Always,Never,Never
A,97.56,Never,Never,Always
B,81.08,Sometimes,Always,Sometimes
F,36.36,Never,Sometimes,Sometimes
F,23.26,Always,Always,Always
C,66.02,Always,Always,Never
F,34.57,Always,Always,Sometimes
F,6.64,Sometimes,Never,Sometimes
B,83.05,Always,Never,Sometimes
A,91.53,Sometimes,Never,Always
F,38.86,Never,Always,Never
C,62.77,Sometimes,Always,Sometimes
F,33.95,Never,Sometimes,Sometimes
F,34.36,Always,Never,Always
F,10.69,Sometimes,Sometimes,Always
F,0.03,Always,Always,Always
A,99.64,Sometimes,Sometimes,Always
F,27.71,Sometimes,Never,Never
C,62.16,Never,Always,Never
D,58.48,Sometimes,Sometimes,Never
F,42.04,Always,Always,Sometimes
B,80.21,Never,Sometimes,Never
D,59.66,Always,Never,Always
F,21.71,Always,Sometimes,Sometimes
A,91.41,Sometimes,Always,Never
F,2.73,Never,Never,Always
F,6.19,Never,Always,Never
F,42.6,Always,Always,Never
B,89.54,Never,Never,Never
F,23.53,Sometimes,Always,Never
F,16.2,Never,Always,Always
C,75.14,Sometimes,Always,Always
F,23.15,Always,Never,Never
A,92.8,Always,Always,Always
F,30.62,Sometimes,Sometimes,Sometimes
A,93.03,Never,Never,Never
F,10.03,Sometimes,Sometimes,Sometimes
C,75.91,Sometimes,Never,Never
D,50.84,Sometimes,Sometimes,Sometimes
A,95.32,Never,Sometimes,Sometimes
C,67.23,Always,Sometimes,Always
F,18.53,Never,Always,Never
C,66.67,Sometimes,Always,Always
D,50.12,Sometimes,Always,Always
F,12.16,Sometimes,Always,Never
A,97.72,Sometimes,Never,Always
F,1.5,Never,Always,Sometimes
F,20.7,Always,Never,Never
F,40.08,Sometimes,Sometimes,Sometimes
B,87.4,Never,Sometimes,Sometimes
C,69.35,Always,Never,Sometimes
D,53.87,Always,Always,Always
D,56.68,Always,Always,Sometimes
C,61.88,Sometimes,Always,Never
F,12.15,Never,Sometimes,Sometimes
F,0.96,Never,Never,Never
D,63.92,Always,Never,Always
F,19.41,Sometimes,Never,Sometimes
C,74.16,Always,Always,Sometimes
B,89.66,Never,Always,Never
D,58.47,Sometimes,Never,Always
D,55.35,Sometimes,Always,Never
A,95.06,Sometimes,Always,Sometimes
C,67.25,Never,Never,Never
F,40.3,Always,Never,Always
F,17.59,Always,Never,Always
A,97.91,Never,Sometimes,Never
F,43.17,Never,Sometimes,Never
F,24.86,Always,Never,Always
F,43.81,Always,Always,Sometimes
A,92.05,Always,Sometimes,Always
